time,open,high,low,close,tick_volume,spread,real_volume
2025-11-07 13:36:00,3996.7,3997.65,3996.5,3997.18,81,16,0
2025-11-07 13:37:00,3997.2,3997.24,3995.61,3995.61,78,17,0
2025-11-07 13:38:00,3995.59,3996.99,3995.57,3996.26,81,17,0
2025-11-07 13:39:00,3996.46,3996.68,3995.32,3995.43,74,17,0
2025-11-07 13:40:00,3995.47,3996.24,3994.33,3994.61,82,17,0
2025-11-07 13:41:00,3994.63,3995.2,3993.57,3995.16,87,16,0
2025-11-07 13:42:00,3995.19,3997.06,3994.95,3997.03,83,7,0
2025-11-07 13:43:00,3997.07,3999.6,3996.99,3999.6,89,17,0
2025-11-07 13:44:00,3999.47,3999.5,3997.57,3998.35,76,17,0
2025-11-07 13:45:00,3998.35,4000.64,3998.35,4000.06,78,17,0
2025-11-07 13:46:00,4000.03,4001.87,3999.96,4000.95,74,17,0
2025-11-07 13:47:00,4001.18,4001.18,3999.73,3999.89,83,17,0
2025-11-07 13:48:00,4000.04,4000.97,3999.99,3999.99,84,17,0
2025-11-07 13:49:00,4000.03,4001.4,3999.88,4001.29,74,17,0
2025-11-07 13:50:00,4001.29,4002.39,3999.59,4000.29,88,17,0
2025-11-07 13:51:00,4000.31,4002.44,4000.3,4002.1,89,17,0
2025-11-07 13:52:00,4002.16,4002.8,4001.9,4002.53,76,17,0
2025-11-07 13:53:00,4002.54,4003.12,4002.05,4002.76,82,9,0
2025-11-07 13:54:00,4002.81,4004.09,4002.81,4003.51,77,18,0
2025-11-07 13:55:00,4003.5,4003.76,4001.39,4001.65,80,18,0
2025-11-07 13:56:00,4001.83,4002.87,4001.66,4002.86,67,18,0
2025-11-07 13:57:00,4002.85,4004.28,4002.83,4003.74,80,17,0
2025-11-07 13:58:00,4003.79,4003.86,4002.57,4002.57,68,17,0
2025-11-07 13:59:00,4002.64,4003.31,4002.5,4002.9,66,17,0
2025-11-07 14:00:00,4002.87,4003.04,4002.08,4003.0,84,17,0
2025-11-07 14:01:00,4002.75,4005.34,4002.52,4005.34,82,12,0
2025-11-07 14:02:00,4005.39,4005.69,4003.9,4005.69,78,18,0
2025-11-07 14:03:00,4005.72,4006.64,4005.69,4006.62,86,18,0
2025-11-07 14:04:00,4006.65,4007.56,4006.19,4006.47,81,18,0
2025-11-07 14:05:00,4006.46,4007.33,4005.4,4007.33,78,18,0
2025-11-07 14:06:00,4007.93,4008.25,4007.33,4007.89,90,18,0
2025-11-07 14:07:00,4008.05,4008.21,4007.2,4008.17,80,18,0
2025-11-07 14:08:00,4008.17,4008.37,4007.81,4008.02,77,18,0
2025-11-07 14:09:00,4007.98,4008.2,4007.2,4007.54,66,18,0
2025-11-07 14:10:00,4007.58,4007.78,4006.88,4007.24,75,19,0
2025-11-07 14:11:00,4007.26,4008.04,4006.55,4006.67,76,18,0
2025-11-07 14:12:00,4006.21,4006.37,4004.99,4005.73,85,18,0
2025-11-07 14:13:00,4005.7,4006.2,4005.56,4005.61,76,18,0
2025-11-07 14:14:00,4005.62,4006.98,4005.6,4005.72,80,18,0
2025-11-07 14:15:00,4005.75,4006.19,4004.45,4005.01,82,17,0
2025-11-07 14:16:00,4005.13,4005.3,4003.3,4003.32,83,16,0
2025-11-07 14:17:00,4003.35,4003.91,4003.03,4003.91,80,16,0
2025-11-07 14:18:00,4003.92,4004.89,4003.92,4004.35,77,17,0
2025-11-07 14:19:00,4004.41,4005.12,4003.6,4003.6,74,17,0
2025-11-07 14:20:00,4003.54,4003.54,4002.02,4003.03,83,17,0
2025-11-07 14:21:00,4002.99,4003.39,4000.97,4003.32,88,17,0
2025-11-07 14:22:00,4003.33,4004.42,4003.25,4003.89,85,17,0
2025-11-07 14:23:00,4003.87,4003.87,4001.91,4002.51,72,17,0
2025-11-07 14:24:00,4002.51,4002.97,4001.16,4001.51,73,17,0
2025-11-07 14:25:00,4001.56,4002.96,4000.9,4001.9,78,17,0
2025-11-07 14:26:00,4002.05,4002.5,4001.87,4002.23,77,17,0
2025-11-07 14:27:00,4002.22,4002.51,4000.36,4001.84,79,17,0
2025-11-07 14:28:00,4001.82,4002.43,4001.17,4001.17,64,16,0
2025-11-07 14:29:00,4001.09,4001.11,3998.26,3998.44,82,5,0
2025-11-07 14:30:00,3998.21,3998.71,3997.14,3998.32,85,17,0
2025-11-07 14:31:00,3998.33,3999.24,3997.96,3998.37,83,17,0
2025-11-07 14:32:00,3998.31,3998.31,3996.56,3997.07,84,17,0
2025-11-07 14:33:00,3997.04,3997.19,3995.61,3997.1,87,17,0
2025-11-07 14:34:00,3996.92,3998.09,3996.58,3997.97,85,17,0
2025-11-07 14:35:00,3997.93,3997.93,3996.39,3996.91,86,17,0
2025-11-07 14:36:00,3996.87,3997.14,3995.99,3995.99,81,17,0
2025-11-07 14:37:00,3995.98,3996.91,3994.85,3996.91,95,9,0
2025-11-07 14:38:00,3996.91,3997.75,3996.65,3996.69,91,17,0
2025-11-07 14:39:00,3996.64,3997.18,3996.25,3997.12,72,17,0
2025-11-07 14:40:00,3997.13,3998.62,3996.6,3997.73,78,17,0
2025-11-07 14:41:00,3997.69,3998.42,3996.67,3998.42,79,8,0
2025-11-07 14:42:00,3998.57,3998.67,3997.53,3998.0,72,17,0
2025-11-07 14:43:00,3997.98,3998.04,3997.12,3997.17,70,17,0
2025-11-07 14:44:00,3997.19,3997.19,3995.8,3996.32,77,17,0
2025-11-07 14:45:00,3996.4,3998.32,3996.22,3997.88,77,17,0
2025-11-07 14:46:00,3997.9,3998.07,3996.08,3996.62,71,17,0
2025-11-07 14:47:00,3996.86,3997.14,3995.95,3997.08,75,17,0
2025-11-07 14:48:00,3997.06,3997.39,3995.96,3996.0,84,17,0
2025-11-07 14:49:00,3996.03,3996.17,3992.28,3992.28,93,17,0
2025-11-07 14:50:00,3991.62,3994.88,3991.62,3994.8,93,16,0
2025-11-07 14:51:00,3994.7,3994.8,3992.99,3994.3,83,16,0
2025-11-07 14:52:00,3994.48,3995.66,3993.81,3994.6,86,16,0
2025-11-07 14:53:00,3994.45,3994.99,3993.35,3993.62,77,17,0
2025-11-07 14:54:00,3993.63,3995.82,3993.63,3995.14,82,16,0
2025-11-07 14:55:00,3995.1,3995.21,3993.82,3994.87,82,16,0
2025-11-07 14:56:00,3994.91,3995.87,3994.89,3995.75,80,17,0
2025-11-07 14:57:00,3995.8,3996.77,3995.5,3996.72,84,17,0
2025-11-07 14:58:00,3996.73,3996.97,3995.51,3996.04,89,16,0
2025-11-07 14:59:00,3996.09,3996.48,3995.73,3995.89,71,16,0
2025-11-07 15:00:00,3996.03,3996.61,3993.76,3994.57,94,16,0
2025-11-07 15:01:00,3994.7,3995.45,3992.21,3995.45,96,17,0
2025-11-07 15:02:00,3995.38,3996.28,3993.51,3994.05,91,17,0
2025-11-07 15:03:00,3994.07,3996.01,3994.07,3995.51,92,17,0
2025-11-07 15:04:00,3995.54,3998.7,3994.89,3998.67,86,17,0
2025-11-07 15:05:00,3998.48,3998.65,3996.99,3997.47,93,16,0
2025-11-07 15:06:00,3997.64,3997.87,3996.83,3997.81,80,16,0
2025-11-07 15:07:00,3997.63,3999.46,3997.63,3999.05,92,16,0
2025-11-07 15:08:00,3998.79,4000.68,3998.79,3999.37,91,16,0
2025-11-07 15:09:00,3999.12,4000.11,3999.12,3999.45,83,17,0
2025-11-07 15:10:00,3999.75,4000.07,3997.54,3997.54,85,17,0
2025-11-07 15:11:00,3997.4,3998.72,3997.25,3998.07,86,17,0
2025-11-07 15:12:00,3997.71,3997.99,3995.78,3996.54,84,16,0
2025-11-07 15:13:00,3996.45,3997.02,3995.46,3995.78,86,17,0
2025-11-07 15:14:00,3995.77,3996.35,3994.68,3995.94,91,17,0
2025-11-07 15:15:00,3995.96,3997.61,3995.24,3997.61,78,17,0
2025-11-07 15:16:00,3997.62,3998.47,3997.43,3998.38,83,17,0
2025-11-07 15:17:00,3998.37,3999.5,3998.31,3998.65,91,17,0
2025-11-07 15:18:00,3998.65,3999.44,3998.33,3998.51,75,16,0
2025-11-07 15:19:00,3998.55,3999.05,3998.17,3998.58,76,12,0
2025-11-07 15:20:00,3999.05,4000.31,3998.64,3999.52,91,16,0
2025-11-07 15:21:00,3999.63,4000.87,3999.41,4000.42,83,17,0
2025-11-07 15:22:00,4000.42,4001.8,3999.99,4000.38,93,17,0
2025-11-07 15:23:00,4000.42,4001.15,3999.07,3999.63,88,17,0
2025-11-07 15:24:00,3999.74,3999.76,3997.51,3998.67,84,12,0
2025-11-07 15:25:00,3998.46,3999.47,3997.66,3998.1,90,16,0
2025-11-07 15:26:00,3998.16,3998.99,3998.16,3998.96,69,16,0
2025-11-07 15:27:00,3998.89,4000.13,3998.48,3999.45,66,16,0
2025-11-07 15:28:00,3999.43,3999.67,3998.26,3998.26,66,8,0
2025-11-07 15:29:00,3998.35,3998.35,3996.07,3996.89,76,16,0
2025-11-07 15:30:00,3996.68,3997.0,3994.49,3994.49,73,16,0
2025-11-07 15:31:00,3994.29,3996.5,3994.03,3995.63,87,17,0
2025-11-07 15:32:00,3995.31,3995.66,3991.66,3992.78,89,17,0
2025-11-07 15:33:00,3992.81,3995.53,3992.19,3995.53,91,17,0
2025-11-07 15:34:00,3995.58,3995.58,3994.21,3995.14,85,17,0
2025-11-07 15:35:00,3995.12,3997.39,3995.08,3996.5,95,17,0
2025-11-07 15:36:00,3996.43,3996.72,3995.04,3996.32,88,17,0
2025-11-07 15:37:00,3996.5,3997.32,3996.12,3997.22,87,17,0
2025-11-07 15:38:00,3997.21,3997.38,3994.29,3994.52,85,17,0
2025-11-07 15:39:00,3994.5,3995.6,3994.3,3994.89,77,17,0
2025-11-07 15:40:00,3994.74,3994.86,3993.76,3994.52,86,17,0
2025-11-07 15:41:00,3994.64,3995.31,3993.41,3994.97,81,17,0
2025-11-07 15:42:00,3994.96,3996.4,3994.87,3995.88,80,17,0
2025-11-07 15:43:00,3995.75,3996.13,3993.5,3993.91,96,17,0
2025-11-07 15:44:00,3993.84,3994.59,3993.59,3993.89,76,17,0
2025-11-07 15:45:00,3993.88,3995.17,3993.1,3993.64,87,17,0
2025-11-07 15:46:00,3993.73,3995.14,3993.24,3995.01,81,17,0
2025-11-07 15:47:00,3995.05,3995.74,3993.89,3994.33,88,17,0
2025-11-07 15:48:00,3994.14,3994.55,3993.34,3994.51,75,17,0
2025-11-07 15:49:00,3994.46,3995.97,3994.46,3995.81,88,17,0
2025-11-07 15:50:00,3995.68,3998.75,3995.67,3998.52,90,17,0
2025-11-07 15:51:00,3998.38,3998.83,3997.31,3998.83,84,17,0
