time,open,high,low,close,tick_volume,spread,real_volume,volatility,tr,atr,rsi,macd,macd_signal,macd_hist,stoch_k,stoch_d,ema_50,ema_200,sr_distance,returns,signal,position,strategy_returns,cumulative,total_commission
2025-08-26 14:30:00,3378.34,3379.63,3376.4,3378.93,1075,13,0,,3.230000000000018,,,0.3245704535383993,-0.15111884208492934,0.4756892956233286,,,3374.49388629307,3374.4765619347086,,0.0001805631201305946,hold,0,0.0,1.0,
2025-08-26 14:45:00,3378.98,3380.23,3376.74,3377.49,1020,8,0,,3.4900000000002365,,49.47156517362849,0.4392726090813994,-0.02760851000057468,0.4668811190819741,78.82534775888543,,3374.767872884893,3374.70607678904,,-0.00042617041489467766,hold,0,0.0,1.0,
2025-08-26 15:00:00,3377.48,3379.26,3376.08,3377.97,1105,5,0,,3.180000000000291,3.5321428571428766,50.66339066339062,0.548654539369636,0.09184706942817562,0.45680746994146043,82.53477588871554,,3375.04616328783,3374.9392315396526,0.10456406827600234,0.0001421173711839696,hold,0,0.0,1.0,
2025-08-26 15:15:00,3378.01,3379.79,3376.72,3376.91,1015,14,0,,3.0700000000001637,3.5850000000000364,50.71323167732407,0.5604682321904875,0.18828581124122118,0.3721824209492663,74.34312210200811,78.56774858320303,3375.2007719325898,3375.071856916661,0.10616214231353625,-0.00031379793189401095,hold,0,0.0,1.0,
2025-08-26 15:30:00,3376.95,3378.93,3375.56,3378.14,1029,15,0,,3.369999999999891,3.6157142857143105,52.91353383458599,0.6386404529730498,0.2804316800906571,0.3582087728823927,83.84853168469755,80.24214322514041,3375.434369587967,3375.26713319957,0.10703269508410872,0.00036423831254017713,hold,0,0.0,1.0,
2025-08-26 15:45:00,3378.22,3378.43,3371.05,3371.94,1093,7,0,,7.379999999999654,3.8578571428571586,43.57585139318846,0.2997585000211984,0.28436795367780665,0.015390546343391764,35.935085007728524,64.70891293147805,3375.1673998337624,3375.0661643798685,0.11441061059381716,-0.0018353295008495252,hold,0,0.0,1.0,
2025-08-26 16:00:00,3371.92,3374.46,3370.59,3372.52,1347,14,0,,3.869999999999891,3.8742857142856986,50.042265426880775,0.07288478818009025,0.24145284873626888,-0.16856806055617862,40.41731066460584,53.400309119010636,3374.9723898564102,3374.919755165517,0.11487806489763437,0.00017200780559556428,hold,0,0.0,1.0,
2025-08-26 16:15:00,3372.53,3373.74,3370.67,3373.71,1154,17,0,3.0207745172736513,3.069999999999709,3.815714285714226,53.51129363449708,-0.025287637551627995,0.1874825159053742,-0.2127701534570022,49.6136012364764,41.988665636270255,3374.882497394067,3374.8533496697123,0.11310143093846908,0.00035285187337663615,hold,0,0.0,1.0,
2025-08-26 16:30:00,3373.62,3378.04,3373.59,3377.47,1429,5,0,3.009749246418236,4.449999999999818,3.8335714285713687,60.61371841155197,0.14792364841287053,0.17949708985150584,-0.0315734414386353,78.67078825347599,56.23390005151941,3375.0610367835184,3374.990804586502,0.1135042333039633,0.0011145000607639677,hold,0,0.0,1.0,
2025-08-26 16:45:00,3377.42,3377.59,3372.81,3375.72,1239,13,0,2.988276391077814,4.7800000000002,3.9935714285713857,58.85033298282483,0.1628796162153776,0.17614888976826296,-0.013269273552885347,65.14683153013756,64.47707367336331,3375.105190561698,3375.0275454085368,0.11830280439643649,-0.000518139317299604,hold,0,0.0,1.0,
2025-08-26 17:00:00,3375.61,3375.86,3370.53,3371.48,1382,5,0,3.032105573776343,5.329999999999927,4.129285714285678,53.33545108005078,-0.11550927596363181,0.11747088280517894,-0.23298015876881073,22.014260249552976,55.277293344388845,3374.868852605858,3374.855747498553,0.12247694526693552,-0.00125602834358296,hold,0,0.0,1.0,
2025-08-26 17:15:00,3371.46,3376.28,3370.39,3374.2,1250,5,0,3.0276956671090285,5.890000000000327,4.2942857142857065,53.49794238683142,-0.14337281099278698,0.0650546152203862,-0.20842742621317317,38.71951219512082,41.96020132493712,3374.8263519928764,3374.8251680487024,0.12726826252995396,0.0008067673543963316,hold,0,0.0,1.0,
2025-08-26 17:30:00,3374.16,3377.03,3373.64,3376.41,1165,14,0,3.0204312605983006,3.3900000000003274,4.072857142857174,50.101902173912954,-0.009747313288698933,0.05003749644788074,-0.059784809736579674,61.1788617886168,40.637544744430194,3374.924591202189,3374.896458339423,0.1206268534584714,0.0006549700669788994,hold,0,0.0,1.0,
2025-08-26 17:45:00,3376.43,3379.54,3376.02,3379.35,1243,12,0,3.125142691479106,3.519999999999982,4.144285714285745,51.69352186780629,0.3008241644492955,0.10034688083254252,0.200477283616753,91.05691056910472,63.65176151761411,3375.192990463735,3375.0900107786,0.1226355871479943,0.0008707473322255854,hold,0,0.0,1.0,
2025-08-26 18:00:00,3379.38,3382.1,3378.64,3381.42,1068,15,0,3.3228859919940628,3.4600000000000364,4.1607142857143185,53.90649513649244,0.6860138757829191,0.21776417742565934,0.4682496983572597,94.19299743808853,82.14292326527003,3375.5627310967566,3375.356194429912,0.12304636175672701,0.0006125438323938415,hold,0,0.0,1.0,
2025-08-26 18:15:00,3381.42,3383.55,3379.66,3381.95,1025,5,0,3.412702085784455,3.8900000000003274,4.189285714285753,57.20284237726124,1.0162595935339596,0.37777276226263035,0.6384868312713292,87.84194528875132,91.03061776531486,3375.934492273885,3375.6248478450775,0.123871899770421,0.0001567388848471296,hold,0,0.0,1.0,
2025-08-26 18:30:00,3381.94,3384.92,3381.61,3384.76,1034,15,0,3.552852486309763,3.3099999999999454,4.198571428571443,60.198257735056345,1.4646729229084485,0.5954896950271684,0.8691832278812801,98.89883000688333,93.64459091124105,3376.4385955951907,3375.985925431449,0.12404340126246595,0.0008308815919810808,hold,0,0.0,1.0,
2025-08-26 18:45:00,3384.91,3389.39,3383.85,3386.67,1132,5,0,3.985672333167136,5.539999999999964,4.375,64.29408318687813,1.9364560418780457,0.8640153830981835,1.072440658779862,85.68421052631685,90.80832860731716,3377.0127234571223,3376.396094851166,0.12918294371757508,0.0005642940710715028,hold,0,0.0,1.0,
2025-08-26 19:00:00,3386.66,3387.66,3384.68,3385.3,1047,16,0,4.327440108741372,2.980000000000018,4.347142857142866,60.443407234539755,2.182298615741729,1.127933401372421,1.054365214369308,78.47368421052795,87.68557491457604,3377.470030150785,3376.7284693763504,0.12841233737461571,-0.0004045271608984491,hold,0,0.0,1.0,
2025-08-26 19:15:00,3385.19,3385.91,3383.08,3384.5,934,16,0,4.563229004485302,2.8299999999999272,4.022142857142886,71.7451523545708,2.2902529630082427,1.3605816366214947,0.929671326386748,74.26315789473752,79.47368421052744,3377.851860086067,3377.010842369681,0.11884009032775554,-0.00023631583611505302,hold,0,0.0,1.0,
2025-08-26 19:30:00,3384.48,3385.85,3383.33,3383.35,742,10,0,4.698239423892588,2.519999999999982,3.925714285714321,68.38709677419354,2.26301527660371,1.5411828342262104,0.7218324423774996,68.21052631578966,73.64912280701837,3378.146047399193,3377.235250329937,0.11603039253149454,-0.00033978431082881677,hold,0,0.0,1.0,
2025-08-26 19:45:00,3383.34,3383.5,3382.53,3382.99,686,17,0,4.7921543336899415,0.9699999999997999,3.775714285714327,66.2124388539479,2.188802528539327,1.6707724828471766,0.5180300456921503,66.31578947368374,69.59649122807032,3378.401579496918,3377.433914085344,0.11160879239117844,-0.00010640341673195941,hold,0,0.0,1.0,
2025-08-26 20:00:00,3383.01,3384.1,3382.68,3383.38,646,16,0,4.892222909885566,1.4200000000000728,3.559285714285774,61.7029702970301,2.1347272314928887,1.7636010883323066,0.3711261431605821,68.36842105263283,67.63157894736874,3378.660697442994,3377.634260296017,0.10519911196158202,0.000115282634592484,hold,0,0.0,1.0,
2025-08-26 20:15:00,3383.39,3385.94,3383.24,3384.0,889,16,0,4.980609875994322,2.700000000000273,3.410714285714351,67.16417910447778,2.1144733596497645,1.8337983229008314,0.280675036748933,71.63157894736909,68.7719298245619,3378.935077664517,3377.8437716922945,0.10078942924687798,0.00018324870395880488,hold,0,0.0,1.0,
2025-08-26 20:30:00,3383.99,3384.17,3381.53,3381.88,736,17,0,4.99850082788093,2.6399999999998727,3.2185714285714897,73.63636363636336,1.9141764513578892,1.849878123147058,0.06429832821083115,60.47368421052756,66.82456140350983,3379.084593547667,3377.9736315606942,0.09517107137365872,-0.0006264775413711288,hold,0,0.0,1.0,
2025-08-26 20:45:00,3381.87,3382.97,3381.57,3381.69,614,5,0,4.671749221596285,1.3999999999996362,2.8978571428571547,69.23472008217762,1.7210320525568932,1.8241035558608352,-0.10307150330394199,51.111111111112265,61.07212475633631,3379.2153609344964,3378.090600947573,0.08569257214165564,-5.618176872035363e-05,hold,0,0.0,1.0,
2025-08-26 21:00:00,3381.69,3382.55,3380.33,3382.54,807,17,0,4.337142249771136,2.2200000000002547,2.8142857142857207,66.92435118718916,1.6148129457619689,1.7822384778118383,-0.16742553204986943,48.76589379207206,53.45022970457063,3379.3804156769293,3378.227691110606,0.08320036760203045,0.0002513536131343308,hold,0,0.0,1.0,
2025-08-26 21:15:00,3382.47,3383.28,3381.47,3382.79,714,11,0,4.038679923728795,1.8100000000004002,2.6921428571428936,61.154345006484874,1.5322357299551186,1.7322312811439138,-0.1999955511887952,38.60465116279154,46.16055202199197,3379.547940284573,3378.3653876861267,0.079583505246938,7.39089559915751e-05,hold,0,0.0,1.0,
2025-08-26 21:30:00,3382.8,3384.5,3382.8,3384.34,665,16,0,4.006387531510974,1.7100000000000364,2.5671428571428936,59.79865771812069,1.5688052057421373,1.6995425900056862,-0.13073738426354886,48.09866392600496,45.15640296028952,3379.781078457275,3378.542133701241,0.07585357432004153,0.0004582016619418816,hold,0,0.0,1.0,
2025-08-26 21:45:00,3384.4,3385.6,3384.4,3385.56,714,15,0,3.8693472861800178,1.2599999999997635,2.3792857142857105,61.57793457344447,1.6732240382475538,1.6942784318290087,-0.02105439358145489,57.72626931567384,48.14319480149012,3380.0596004543468,3378.7457447222255,0.07027746412072776,0.00036048387573339724,hold,0,0.0,1.0,
2025-08-26 22:00:00,3385.59,3388.84,3385.17,3388.31,790,17,0,3.2595761348625274,3.6700000000000728,2.405000000000005,61.42949130714643,1.9477701712462476,1.7449802302980546,0.20278994094819303,88.07947019867623,64.63480114678502,3380.4536990694546,3379.018043895136,0.07097933778196225,0.0008122733019058082,hold,0,0.0,1.0,
2025-08-26 22:15:00,3388.3,3389.3,3388.08,3388.49,712,17,0,2.818636101681695,1.2200000000002547,2.0964285714285973,56.59420289854958,2.1543349468038286,1.8268556313200497,0.32747931548377895,90.96989966554763,78.92521305996591,3380.834315933493,3379.282811696633,0.06186910899629621,5.312382869337995e-05,hold,0,0.0,1.0,
2025-08-26 22:30:00,3388.47,3389.41,3387.93,3388.91,761,5,0,2.539550105208068,1.4800000000000182,1.9892857142857403,64.04669260700223,2.3239484783166517,1.926278531197411,0.39766994711924064,94.49339207048453,91.1809206449028,3381.213707353265,3379.5471597324363,0.05869986852072614,0.0001239490156381695,hold,0,0.0,1.0,
2025-08-26 22:45:00,3388.92,3390.83,3388.92,3389.6,960,5,0,2.5627581256426297,1.9200000000000728,1.9242857142857506,70.01569858712642,2.483734333652592,2.0377735767237612,0.44596075692883064,88.2857142857141,91.24966867391542,3381.604655760014,3379.8184457864736,0.056770288951078315,0.00020360528901619546,hold,0,0.0,1.0,
2025-08-26 23:00:00,3389.78,3390.97,3389.21,3390.05,521,14,0,2.7172162612770197,1.7599999999997635,1.8700000000000208,77.8239202657809,2.6154509348330066,2.1533122690942843,0.4621386657387223,91.3533834586501,91.3774966049496,3381.995464296233,3380.089929681963,0.05516142829751834,0.00013275902761389347,hold,0,0.0,1.0,
2025-08-26 23:15:00,3390.03,3390.88,3389.76,3390.22,358,17,0,2.8463425747183724,1.1199999999998909,1.880714285714313,80.50632911392437,2.7019368879796275,2.2630396398734898,0.4388972481061377,92.95112781954879,90.86340852130434,3382.3733870259125,3380.354335961665,0.055474697385842604,5.014675299763738e-05,hold,0,0.0,1.0,
2025-08-26 23:30:00,3390.25,3391.14,3390.02,3391.07,349,13,0,3.1021293196469446,1.1199999999998909,1.8592857142857286,81.23476848091019,2.805132264007625,2.3714600989859433,0.4336721650216817,99.35245143386022,94.55232090401971,3382.7703286254487,3380.6295814420423,0.0548288803913139,0.00025072119213520594,hold,0,0.0,1.0,
2025-08-26 23:45:00,3391.08,3393.31,3390.86,3392.96,356,15,0,3.491326508577837,2.449999999999818,1.8414285714285532,82.9896907216498,3.0016745403854657,2.497504786235738,0.5041697541497276,97.30354391371411,96.53570772237437,3383.2324479518484,3380.9413972084144,0.054272038910819845,0.0005573462063594992,hold,0,0.0,1.0,
2025-08-27 01:00:00,3390.76,3391.77,3389.36,3389.36,437,15,0,3.5599356514030536,3.599999999999909,1.9099999999999844,74.83399734395766,2.8393864705085434,2.565881903818966,0.27350456668957746,69.5685670261956,88.74152079125663,3383.5086483186165,3381.151073628474,0.05635282177166145,-0.0010610204659058375,hold,0,0.0,1.0,
2025-08-27 01:15:00,3389.45,3390.39,3388.76,3389.68,594,5,0,3.610202319746018,1.6299999999996544,1.9264285714285572,76.30019749835415,2.7049200459209715,2.5936897862472774,0.11123025967369404,72.03389830508394,79.63533641499788,3383.785202499746,3381.3603675874983,0.05683216620532195,9.441310453883744e-05,hold,0,0.0,1.0,
2025-08-27 01:30:00,3389.71,3392.03,3389.71,3390.78,595,17,0,3.6447799731476813,2.350000000000364,1.9357142857142793,76.68393782383487,2.655062184266626,2.6059643555476626,0.0490978287189634,78.63175675675917,73.41140736267957,3384.0969128022607,3381.5881950683965,0.057087581197077936,0.0003245144084398355,hold,0,0.0,1.0,
2025-08-27 01:45:00,3390.8,3391.4,3390.31,3391.06,480,18,0,3.632318782385393,1.0900000000001455,1.8842857142856897,76.72915319974172,2.607691721775609,2.606309830812903,0.0013818909627061338,78.59181731684062,76.41915745956125,3384.4055595122313,3381.8140688327235,0.055566274683600106,8.257687021862026e-05,hold,0,0.0,1.0,
2025-08-27 02:00:00,3391.15,3392.13,3390.64,3391.7,508,14,0,3.6321379451584854,1.4900000000002365,1.8685714285714181,75.27472527472503,2.591170184744442,2.603281887438109,-0.012111702693667237,81.93041526374687,79.71799644578222,3384.727249850841,3382.0465870110556,0.05509247364364237,0.00018873154706788853,hold,0,0.0,1.0,
2025-08-27 02:15:00,3391.65,3392.98,3391.6,3391.65,506,17,0,3.619284023413294,1.3800000000001091,1.8771428571428714,72.74085138162961,2.5447013147095277,2.5915657290570397,-0.046864414347512096,79.60687960688108,80.04303739582286,3385.0310642103295,3382.269436297382,0.055346007316287686,-1.4741869858725387e-05,hold,0,0.0,1.0,
2025-08-27 02:30:00,3391.66,3392.26,3390.3,3390.53,541,18,0,3.3388218454748535,1.9600000000000364,1.7550000000000117,59.438775510205716,2.390934813900003,2.5514394259213735,-0.16050461202137045,48.327137546474184,69.95481080570072,3385.2712706015436,3382.4586168912233,0.05176181894866028,-0.00033022275293737025,hold,0,0.0,1.0,
2025-08-27 02:45:00,3390.55,3391.79,3390.06,3390.87,583,17,0,2.952695958117651,1.7300000000000182,1.7914285714285663,59.98322147651122,2.2700197115705123,2.4951553482776108,-0.22513563670709846,54.64684014869879,60.860285767351364,3385.5147486786263,3382.648788509126,0.05283094224870214,0.00010027930736478119,hold,0,0.0,1.0,
2025-08-27 03:00:00,3390.89,3392.47,3389.67,3392.37,877,10,0,2.615557704447774,2.799999999999727,1.8857142857142597,63.30769230769338,2.2678612904542206,2.449696449630984,-0.1818351591767633,79.3406593406569,60.77154567860996,3385.8116022209906,3382.8658264333717,0.05558692848109905,0.0004423643489723794,hold,0,0.0,1.0,
2025-08-27 03:15:00,3392.37,3393.49,3390.84,3391.43,736,16,0,2.11125829281537,2.649999999999636,1.9378571428570857,56.90566037735869,2.165990130271439,2.3929550988032076,-0.22696496853176873,56.448202959828,63.478567483061234,3386.053905795432,3383.0546946443555,0.05713982428819364,-0.000277092416216429,hold,0,0.0,1.0,
2025-08-27 03:30:00,3391.43,3392.62,3388.98,3389.43,817,16,0,1.657903796978369,3.6399999999998727,2.0721428571428078,47.90540540540407,1.9032803831278216,2.2950200356000923,-0.3917396524722707,14.164904862572513,49.984589054352476,3386.198938727522,3383.1936098118144,0.06113543743764609,-0.0005897217397971,hold,0,0.0,1.0,
2025-08-27 03:45:00,3389.43,3391.25,3389.15,3389.62,847,14,0,1.2606325688796889,2.099999999999909,2.142142857142809,47.97570850202449,1.6907967637425827,2.1741752627043818,-0.4833784989617991,18.181818181812936,29.598308668071155,3386.345355337577,3383.331999653939,0.06319713882803409,5.605662309005055e-05,hold,0,0.0,1.0,
2025-08-27 04:00:00,3389.65,3390.01,3386.23,3386.35,1174,16,0,1.487750951864095,3.7800000000002,2.332142857142831,36.31090487238816,1.2460928595573932,1.988558636433178,-0.7424657768757847,1.6528925619820216,11.333205202122494,3386.34555341291,3383.3962468678524,0.06886892545492436,-0.000964709908485295,hold,0,0.0,1.0,
2025-08-27 04:15:00,3386.35,3386.9,3384.37,3384.72,1000,17,0,1.9091651523591087,2.5300000000002,2.337857142857144,25.73616018845503,0.7543436372452561,1.7417154816496339,-0.9873718444043778,3.8377192982446626,7.890810014013212,3386.2764673642664,3383.4241110174144,0.06907091702879836,-0.00048134422017809264,hold,0,0.0,1.0,
2025-08-27 04:30:00,3384.76,3386.2,3383.38,3386.01,1022,17,0,2.1057467734080726,2.819999999999709,2.282142857142844,38.58214042263123,0.4627613726452182,1.4859245313986855,-1.0231631587534673,26.013847675570666,10.501486511932455,3386.2651795694555,3383.477944805571,0.06739917652761936,0.00038112458342198785,hold,0,0.0,1.0,
2025-08-27 04:45:00,3386.06,3387.86,3385.19,3386.22,1036,15,0,2.2667375118001747,2.6700000000000728,2.356428571428588,38.11813186813132,0.24570860961557628,1.2378812473945164,-0.9921726377789402,28.090999010878168,19.314188661564504,3386.263271723232,3383.5344159762567,0.069588761847387,6.20198995275878e-05,hold,0,0.0,1.0,
2025-08-27 05:00:00,3386.19,3387.01,3384.9,3385.81,809,15,0,2.4345811268451496,2.1100000000001273,2.3392857142857144,32.08363374188674,0.04033157595767989,0.9983712361315994,-0.9580396601739195,24.035608308604502,26.04681833168445,3386.2441884174696,3383.580786839202,0.06909087380230179,-0.00012107896120150397,hold,0,0.0,1.0,
2025-08-27 05:15:00,3385.85,3386.6,3384.38,3385.62,785,12,0,2.584782592920193,2.2199999999998,2.4199999999999755,30.261248185775273,-0.13610701780953605,0.7714755270061968,-0.9075825448157329,22.156280909988666,24.76096274315712,3386.2179849172235,3383.6219122120615,0.07147878379735398,-5.611655704251817e-05,hold,0,0.0,1.0,
2025-08-27 05:30:00,3385.62,3386.47,3382.16,3383.69,929,17,0,2.8420898537646404,4.309999999999945,2.621428571428526,23.42402123423969,-0.4260347992139941,0.531973412499431,-0.9580082117134251,13.503971756400794,19.898620324997992,3386.112152391204,3383.623271469643,0.077472480381729,-0.000570058069127577,hold,0,0.0,1.0,
2025-08-27 05:45:00,3383.69,3385.14,3383.28,3384.17,772,16,0,2.875788724767756,1.8599999999996726,2.655714285714209,25.87096774193472,-0.6101869127696773,0.3035413098570028,-0.9137282226266801,17.740511915271238,17.80025486055357,3386.0310601703954,3383.634077776286,0.07847461225985128,0.0001418569668025782,hold,0,0.0,1.0,
2025-08-27 06:00:00,3384.16,3384.49,3383.62,3384.03,715,14,0,3.0394270582021923,0.8699999999998909,2.577857142857056,27.617079889806433,-0.7586240173168335,0.09110821645746568,-0.8497322337742992,16.504854368935195,15.916446013535747,3385.947719852887,3383.641827273885,0.07617713622092759,-4.136908015850427e-05,hold,0,0.0,1.0,
2025-08-27 06:15:00,3383.99,3383.99,3381.94,3382.1,738,13,0,3.316544809543373,2.0900000000001455,2.6035714285713505,22.780881440099577,-1.019663845321702,-0.13104621929396057,-0.8886176260277414,1.3852813852801582,11.876882556495536,3385.787858547919,3383.6119362947347,0.07698091211292837,-0.000570325913186398,hold,0,0.0,1.0,
2025-08-27 06:30:00,3382.16,3383.04,3381.19,3382.48,763,17,0,3.4546705227960217,1.849999999999909,2.5357142857142208,17.01134089393024,-1.1823354761827432,-0.3413040883859074,-0.8410313877968357,10.487804878048717,9.459313544088028,3385.6507465272484,3383.5901969019233,0.0749661279804824,0.00011235622837890702,hold,0,0.0,1.0,
2025-08-27 06:45:00,3382.49,3383.22,3380.57,3380.64,697,8,0,3.66757857879009,2.649999999999636,2.5357142857142208,16.04782882316003,-1.4426207636711297,-0.5615674382886722,-0.8810533253824575,0.5809128630681373,4.151333042132342,3385.443512245736,3383.5340565135157,0.07500693021777595,-0.0005439795652893986,hold,0,0.0,1.0,
2025-08-27 07:00:00,3380.63,3381.33,3379.02,3379.6,866,16,0,3.8405277871965926,2.3099999999999454,2.440714285714226,17.079705291360554,-1.712815287487956,-0.7918170205435617,-0.9209982669443944,4.7424366312340664,5.270384790783645,3385.2023530986585,3383.459867467875,0.07221902845645123,-0.0003076340574565961,hold,0,0.0,1.0,
2025-08-27 07:15:00,3379.59,3379.65,3377.23,3377.3,798,10,0,4.131061383943579,2.4200000000000728,2.4635714285713806,13.849765258216735,-2.0879552439678264,-1.0510446764104366,-1.0369105675573898,0.5477308294222427,1.9570267745748202,3384.8768949549394,3383.344729374599,0.07294499832917954,-0.000680553911705406,hold,0,0.0,1.0,
2025-08-27 07:30:00,3377.28,3377.9,3374.84,3374.99,846,5,0,4.599649729228345,3.0599999999999454,2.4121428571427908,14.676616915423324,-2.5418712415330447,-1.3492099997242655,-1.1926612418087792,1.1520737327161015,2.1474137311241415,3384.47050382016,3383.1899189486553,0.07147111123715302,-0.00068397832588174,hold,0,0.0,1.0,
2025-08-27 07:45:00,3374.94,3375.92,3373.89,3374.99,896,5,0,4.872391906932857,2.0300000000002,2.376428571428505,16.332179930796414,-2.8685146822290335,-1.6530709446139038,-1.2154437376151297,7.874015748030701,3.1912734367230198,3384.0815514671067,3383.039269594827,0.07041290704353213,0.0,hold,0,0.0,1.0,
2025-08-27 08:00:00,3375.03,3376.17,3374.14,3374.71,996,6,0,4.890860945628828,2.0300000000002,2.3199999999999688,7.9613095238076,-3.114012545540845,-1.945259271252443,-1.1687532742884021,5.869720830351817,4.965270103699544,3383.6977640393757,3382.887521794365,0.0687466478601115,-8.296320877976271e-05,hold,0,0.0,1.0,
2025-08-27 08:15:00,3374.73,3377.37,3374.18,3375.7,832,5,0,4.759996572311874,3.1900000000000546,2.357142857142825,13.009845288325849,-3.1920316709661165,-2.1946137556008902,-0.9974179153652263,13.795731707316294,9.179822761899608,3383.370804321803,3382.7576489009457,0.06982678724835811,0.00029335854043743836,hold,0,0.0,1.0,
2025-08-27 08:30:00,3375.68,3378.74,3375.68,3377.71,981,13,0,4.56768984567826,3.0599999999999454,2.4249999999999545,24.399494310999287,-3.056719526165125,-2.3670349121508716,-0.6896846140142534,30.05507474429703,16.573509093988385,3383.1397676067436,3382.6671763794707,0.07179420376527157,0.0005954320585361828,hold,0,0.0,1.0,
2025-08-27 08:45:00,3377.75,3378.91,3375.89,3377.2,848,5,0,4.287546961534228,3.019999999999982,2.482142857142825,23.915737298637225,-2.9564792623277754,-2.484923783519318,-0.4715554788084573,26.311605723370146,23.387470724994497,3382.8977321546276,3382.569959528627,0.07349706434747201,-0.00015098987183626011,hold,0,0.0,1.0,
2025-08-27 09:00:00,3377.18,3379.66,3377.16,3379.38,941,5,0,4.127359644078736,2.5,2.3528571428571143,36.851738865162474,-2.670613076746122,-2.5220616425006375,-0.14855143424548434,48.8000000000021,35.055560155889765,3382.7546098894013,3382.5136767359804,0.069623929326004,0.00064550515219719,hold,0,0.0,1.0,
2025-08-27 09:15:00,3379.33,3381.92,3379.33,3381.01,951,5,0,4.026578278336172,2.5900000000001455,2.405000000000005,40.992018244014545,-2.2863662739760002,-2.474922568454564,0.18855629447856392,67.16981132075855,47.42713901471027,3382.683732990844,3382.487348819266,0.07113259055725966,0.0004823369967272839,buy,1,0.0,1.0,
2025-08-27 09:30:00,3380.98,3381.55,3378.25,3379.82,813,10,0,3.8273232022817725,3.300000000000182,2.5785714285714545,38.676707907477685,-2.0540639917494445,-2.3907508526262196,0.336686860876775,58.712871287132124,58.2275608692976,3382.56755422883,3382.440996503396,0.07629315846913311,-0.0003519658326950337,hold,1,-0.0011900000000000244,0.99881,
2025-08-27 09:45:00,3379.77,3380.09,3376.31,3377.49,832,12,0,3.615610307364658,3.7800000000002,2.699285714285744,37.862032648762906,-2.034289289481876,-2.3194585396671474,0.2851692501852714,38.58520900321476,54.822630537035145,3382.361841362268,3382.3555940250044,0.07991987287262861,-0.000689385825280775,hold,1,-0.0023327760034445033,0.9964799999999996,
