time,open,high,low,close,tick_volume,spread,real_volume,volatility,tr,atr,sr_distance,returns,signal,position,strategy_returns,cumulative,total_commission
2025-08-26 21:15:00,3382.47,3383.28,3381.47,3382.79,714,11,0,4.038679923728795,1.8100000000004002,2.6921428571428936,0.079583505246938,7.39089559915751e-05,hold,1,0.0002497203132492132,1.0013699999999999,
2025-08-26 21:30:00,3382.8,3384.5,3382.8,3384.34,665,16,0,4.006387531510974,1.7100000000000364,2.5671428571428936,0.07585357432004153,0.0004582016619418816,hold,1,0.001547879405215058,1.00292,
2025-08-26 21:45:00,3384.4,3385.6,3384.4,3385.56,714,15,0,3.8693472861800178,1.2599999999997635,2.3792857142857105,0.07027746412072776,0.00036048387573339724,hold,1,0.0012164479719218857,1.0041399999999998,
2025-08-26 22:00:00,3385.59,3388.84,3385.17,3388.31,790,17,0,3.2595761348625274,3.6700000000000728,2.405000000000005,0.07097933778196225,0.0008122733019058082,hold,1,0.002738661939570175,1.0068899999999998,
2025-08-26 22:15:00,3388.3,3389.3,3388.08,3388.49,712,17,0,2.818636101681695,1.2200000000002547,2.0964285714285973,0.06186910899629621,5.312382869337995e-05,hold,1,0.00017876828650575938,1.0070699999999997,
2025-08-26 22:30:00,3388.47,3389.41,3387.93,3388.91,761,5,0,2.539550105208068,1.4800000000000182,1.9892857142857403,0.05869986852072614,0.0001239490156381695,hold,1,0.00041705144627490753,1.0074899999999998,
2025-08-26 22:45:00,3388.92,3390.83,3388.92,3389.6,960,5,0,2.5627581256426297,1.9200000000000728,1.9242857142857506,0.056770288951078315,0.00020360528901619546,buy,1,0.0006848703212936069,1.0081799999999999,
2025-08-26 23:00:00,3389.78,3390.97,3389.21,3390.05,521,14,0,2.7172162612770197,1.7599999999997635,1.8700000000000208,0.05516142829751834,0.00013275902761389347,hold,1,0.00044634886627425985,1.0086300000000001,
2025-08-26 23:15:00,3390.03,3390.88,3389.76,3390.22,358,17,0,2.8463425747183724,1.1199999999998909,1.880714285714313,0.055474697385842604,5.014675299763738e-05,hold,1,0.00016854545274247457,1.0087999999999997,
2025-08-26 23:30:00,3390.25,3391.14,3390.02,3391.07,349,13,0,3.1021293196469446,1.1199999999998909,1.8592857142857286,0.0548288803913139,0.00025072119213520594,hold,1,0.0008425852498021857,1.0096500000000002,
2025-08-26 23:45:00,3391.08,3393.31,3390.86,3392.96,356,15,0,3.491326508577837,2.449999999999818,1.8414285714285532,0.054272038910819845,0.0005573462063594992,hold,1,0.0018719358193433067,1.0115399999999999,
2025-08-27 01:00:00,3390.76,3391.77,3389.36,3389.36,437,15,0,3.5599356514030536,3.599999999999909,1.9099999999999844,0.05635282177166145,-0.0010610204659058375,hold,1,-0.0035589299483954617,1.00794,
2025-08-27 01:15:00,3389.45,3390.39,3388.76,3389.68,594,5,0,3.610202319746018,1.6299999999996544,1.9264285714285572,0.05683216620532195,9.441310453883744e-05,buy,1,0.0003174792150324457,1.0082599999999997,
2025-08-27 01:30:00,3389.71,3392.03,3389.71,3390.78,595,17,0,3.6447799731476813,2.350000000000364,1.9357142857142793,0.057087581197077936,0.0003245144084398355,hold,1,0.0010909884355230215,1.00936,
2025-08-27 01:45:00,3390.8,3391.4,3390.31,3391.06,480,18,0,3.632318782385393,1.0900000000001455,1.8842857142856897,0.055566274683600106,8.257687021862026e-05,hold,1,0.0002774035032095945,1.0096399999999999,
2025-08-27 02:00:00,3391.15,3392.13,3390.64,3391.7,508,14,0,3.6321379451584854,1.4900000000002365,1.8685714285714181,0.05509247364364237,0.00018873154706788853,hold,1,0.0006338893070796381,1.0102799999999998,
2025-08-27 02:15:00,3391.65,3392.98,3391.6,3391.65,506,17,0,3.619284023413294,1.3800000000001091,1.8771428571428714,0.055346007316287686,-1.4741869858725387e-05,hold,1,-4.9491230153742016e-05,1.01023,
2025-08-27 02:30:00,3391.66,3392.26,3390.3,3390.53,541,18,0,3.3388218454748535,1.9600000000000364,1.7550000000000117,0.05176181894866028,-0.00033022275293737025,hold,1,-0.0011086584243190645,1.0091100000000002,
2025-08-27 02:45:00,3390.55,3391.79,3390.06,3390.87,583,17,0,2.952695958117651,1.7300000000000182,1.7914285714285663,0.05283094224870214,0.00010027930736478119,hold,1,0.0003369305625746666,1.0094499999999997,
2025-08-27 03:00:00,3390.89,3392.47,3389.67,3392.37,877,10,0,2.615557704447774,2.799999999999727,1.8857142857142597,0.05558692848109905,0.0004423643489723794,hold,1,0.0014859576997374724,1.0109499999999998,
2025-08-27 03:15:00,3392.37,3393.49,3390.84,3391.43,736,16,0,2.11125829281537,2.649999999999636,1.9378571428570857,0.05713982428819364,-0.000277092416216429,hold,1,-0.0009298184875612403,1.0100099999999999,
2025-08-27 03:30:00,3391.43,3392.62,3388.98,3389.43,817,16,0,1.657903796978369,3.6399999999998727,2.0721428571428078,0.06113543743764609,-0.0005897217397971,hold,1,-0.001980178414075162,1.0080099999999999,
2025-08-27 03:45:00,3389.43,3391.25,3389.15,3389.62,847,14,0,1.2606325688796889,2.099999999999909,2.142142857142809,0.06319713882803409,5.605662309005055e-05,hold,1,0.00018849019354982843,1.0081999999999998,
2025-08-27 04:00:00,3389.65,3390.01,3386.23,3386.35,1174,16,0,1.487750951864095,3.7800000000002,2.332142857142831,0.06886892545492436,-0.000964709908485295,sell,-1,0.004744477822950399,1.0129833825410983,
2025-08-27 04:15:00,3386.35,3386.9,3384.37,3384.72,1000,17,0,1.9091651523591087,2.5300000000002,2.337857142857144,0.06907091702879836,-0.00048134422017809264,hold,-1,0.0016091083309888177,1.0146133825410986,
2025-08-27 04:30:00,3384.76,3386.2,3383.38,3386.01,1022,17,0,2.1057467734080726,2.819999999999709,2.282142857142844,0.06739917652761936,0.00038112458342198785,hold,-1,-0.001271420249523647,1.013323382541098,
2025-08-27 04:45:00,3386.06,3387.86,3385.19,3386.22,1036,15,0,2.2667375118001747,2.6700000000000728,2.356428571428588,0.069588761847387,6.20198995275878e-05,hold,-1,-0.00020723887716178613,1.0131133825410985,
2025-08-27 05:00:00,3386.19,3387.01,3384.9,3385.81,809,15,0,2.4345811268451496,2.1100000000001273,2.3392857142857144,0.06909087380230179,-0.00012107896120150397,hold,-1,0.0004046931045087465,1.0135233825410983,
2025-08-27 05:15:00,3385.85,3386.6,3384.38,3385.62,785,12,0,2.584782592920193,2.2199999999998,2.4199999999999755,0.07147878379735398,-5.611655704251817e-05,hold,-1,0.00018746484123899343,1.0137133825410984,
2025-08-27 05:30:00,3385.62,3386.47,3382.16,3383.69,929,17,0,2.8420898537646404,4.309999999999945,2.621428571428526,0.077472480381729,-0.000570058069127577,hold,-1,0.0019038912114999196,1.0156433825410982,
2025-08-27 05:45:00,3383.69,3385.14,3383.28,3384.17,772,16,0,2.875788724767756,1.8599999999996726,2.655714285714209,0.07847461225985128,0.0001418569668025782,hold,-1,-0.0004726068305580533,1.0151633825410982,
2025-08-27 06:00:00,3384.16,3384.49,3383.62,3384.03,715,14,0,3.0394270582021923,0.8699999999998909,2.577857142857056,0.07617713622092759,-4.136908015850427e-05,hold,-1,0.00013790883557041056,1.0153033825410982,
2025-08-27 06:15:00,3383.99,3383.99,3381.94,3382.1,738,13,0,3.316544809543373,2.0900000000001455,2.6035714285713505,0.07698091211292837,-0.000570325913186398,hold,-1,0.0019009096524134073,1.0172333825410984,
2025-08-27 06:30:00,3382.16,3383.04,3381.19,3382.48,763,17,0,3.4546705227960217,1.849999999999909,2.5357142857142208,0.0749661279804824,0.00011235622837890702,hold,-1,-0.00037356225869311643,1.0168533825410984,
2025-08-27 06:45:00,3382.49,3383.22,3380.57,3380.64,697,8,0,3.66757857879009,2.649999999999636,2.5357142857142208,0.07500693021777595,-0.0005439795652893986,hold,-1,0.0018095037412395598,1.0186933825410984,
2025-08-27 07:00:00,3380.63,3381.33,3379.02,3379.6,866,16,0,3.8405277871965926,2.3099999999999454,2.440714285714226,0.07221902845645123,-0.0003076340574565961,sell,-1,0.0010209156335203584,1.0197333825410984,
2025-08-27 07:15:00,3379.59,3379.65,3377.23,3377.3,798,10,0,4.131061383943579,2.4200000000000728,2.4635714285713806,0.07294499832917954,-0.000680553911705406,hold,-1,0.0022554915229588968,1.022033382541098,
2025-08-27 07:30:00,3377.28,3377.9,3374.84,3374.99,846,5,0,4.599649729228345,3.0599999999999454,2.4121428571427908,0.07147111123715302,-0.00068397832588174,hold,-1,0.0022602001455733767,1.0243433825410984,
2025-08-27 07:45:00,3374.94,3375.92,3373.89,3374.99,896,5,0,4.872391906932857,2.0300000000002,2.376428571428505,0.07041290704353213,0.0,hold,-1,0.0,1.0243433825410984,
2025-08-27 08:00:00,3375.03,3376.17,3374.14,3374.71,996,6,0,4.890860945628828,2.0300000000002,2.3199999999999688,0.0687466478601115,-8.296320877976271e-05,hold,-1,0.00027334583770644016,1.0246233825410982,
2025-08-27 08:15:00,3374.73,3377.37,3374.18,3375.7,832,5,0,4.759996572311874,3.1900000000000546,2.357142857142825,0.06982678724835811,0.00029335854043743836,hold,-1,-0.0009662086742003861,1.0236333825410984,
2025-08-27 08:30:00,3375.68,3378.74,3375.68,3377.71,981,13,0,4.56768984567826,3.0599999999999454,2.4249999999999545,0.07179420376527157,0.0005954320585361828,hold,-1,-0.001963593640342709,1.021623382541098,
2025-08-27 08:45:00,3377.75,3378.91,3375.89,3377.2,848,5,0,4.287546961534228,3.019999999999982,2.482142857142825,0.07349706434747201,-0.00015098987183626011,hold,-1,0.000499205488750265,1.0221333825410983,
2025-08-27 09:00:00,3377.18,3379.66,3377.16,3379.38,941,5,0,4.127359644078736,2.5,2.3528571428571143,0.069623929326004,0.00064550515219719,hold,-1,-0.00213279405333644,1.019953382541098,
2025-08-27 09:15:00,3379.33,3381.92,3379.33,3381.01,951,5,0,4.026578278336172,2.5900000000001455,2.405000000000005,0.07113259055725966,0.0004823369967272839,buy,1,0.005094641004215195,1.02514967886618,
2025-08-27 09:30:00,3380.98,3381.55,3378.25,3379.82,813,10,0,3.8273232022817725,3.300000000000182,2.5785714285714545,0.07629315846913311,-0.0003519658326950337,sell,-1,-0.001310692185898077,1.0238060231927142,
2025-08-27 09:45:00,3379.77,3380.09,3376.31,3377.49,832,12,0,3.615610307364658,3.7800000000002,2.699285714285744,0.07991987287262861,-0.000689385825280775,hold,-1,0.002275821734994743,1.0261360231927146,
2025-08-27 10:00:00,3377.44,3378.17,3374.16,3374.58,888,6,0,3.5239249573798177,4.010000000000218,2.8535714285714806,0.08456078767050954,-0.0008615865628025521,hold,-1,0.002835881339537938,1.0290460231927145,
2025-08-27 10:15:00,3374.55,3376.5,3373.81,3375.04,864,17,0,3.3232154292870617,2.6900000000000546,2.8564285714286535,0.08463391756627044,0.0001363132597240746,hold,-1,-0.0004470159639438087,1.0285860231927144,
2025-08-27 10:30:00,3375.04,3378.19,3374.43,3378.11,959,15,0,3.1219947654929916,3.7600000000002183,2.960000000000101,0.0876229607680064,0.0009096188489619017,hold,-1,-0.0029846798719576073,1.0255160231927143,
2025-08-27 10:45:00,3378.13,3381.59,3377.73,3381.48,968,15,0,2.9185641747408244,3.8600000000001273,3.062857142857248,0.09057741411622272,0.000997599249284331,buy,1,-0.0017440975035729611,1.02372742325679,
2025-08-27 11:00:00,3381.44,3383.87,3381.02,3382.11,1050,11,0,2.751022011042039,2.849999999999909,3.0478571428572456,0.09011703175997367,0.00018630895347593324,buy,1,0.0006153981867513814,1.0243574232567898,
2025-08-27 11:15:00,3382.12,3384.99,3382.12,3384.26,942,11,0,2.942855755890092,2.8799999999996544,3.108571428571492,0.0918538004932095,0.0006356978336008456,hold,1,0.0020988767701457522,1.02650742325679,
2025-08-27 11:30:00,3384.3,3384.55,3381.79,3383.56,892,14,0,3.0297097307509984,2.7600000000002183,3.160714285714351,0.093413868402344,-0.00020683990000780472,hold,1,-0.0006819239531452581,1.0258074232567898,
2025-08-27 11:45:00,3383.64,3384.7,3382.93,3384.53,710,10,0,3.289159667113536,1.7699999999999818,3.059285714285774,0.09039026731291416,0.0002866803012213648,hold,1,0.0009455965886078221,1.02677742325679,
2025-08-27 12:00:00,3384.55,3385.44,3383.78,3384.65,789,15,0,3.547329462534898,1.6599999999998545,2.9592857142857674,0.08743254736193601,3.5455439898468555e-05,hold,1,0.00011687050891628914,1.0268974232567898,
2025-08-27 12:15:00,3384.66,3384.93,3382.47,3382.57,857,5,0,3.6148880378645556,2.4600000000000364,2.9192857142857713,0.08630377831902285,-0.0006145391694857283,hold,1,-0.0020255187644772077,1.02481742325679,
2025-08-27 12:30:00,3382.4,3383.58,3381.55,3381.76,807,15,0,3.5160775094719194,2.0299999999997453,2.8857142857143248,0.08533172920947449,-0.00023946289359866313,hold,1,-0.0007903846886461174,1.02400742325679,
2025-08-27 12:45:00,3381.76,3382.28,3377.62,3378.22,980,5,0,3.3674658205563555,4.660000000000309,3.0335714285714794,0.0897979240123935,-0.001046792202876734,sell,-1,-0.0033055164684104854,1.02062254985544,
2025-08-27 13:00:00,3378.29,3379.17,3376.77,3378.07,1004,14,0,3.184551319298836,2.400000000000091,2.9692857142857583,0.0878988805526753,-4.440208156952785e-05,hold,-1,0.00014696912195488743,1.0207725498554396,
2025-08-27 13:15:00,3377.63,3378.43,3376.35,3376.5,946,11,0,3.134141156594361,2.0799999999999272,2.8478571428571677,0.08434346639588827,-0.0004647624235141201,hold,-1,0.0015380507638282914,1.02234254985544,
2025-08-27 13:30:00,3376.48,3378.03,3374.92,3375.86,995,12,0,3.2281459563925945,3.1100000000001273,2.7835714285714466,0.08245517967485164,-0.00018954538723525705,hold,-1,0.0006260132673636676,1.0229825498554397,
2025-08-27 13:45:00,3375.85,3377.25,3374.89,3375.55,1101,15,0,3.318187322205745,2.3600000000001273,2.7600000000000233,0.08176445320021991,-9.182845260169437e-05,hold,-1,0.00030303547215315696,1.0232925498554397,
2025-08-27 14:00:00,3375.73,3377.22,3374.69,3376.76,932,5,0,3.38369974249362,2.5299999999997453,2.672142857142847,0.07913333660499552,0.00035846010279816376,hold,-1,-0.0011824575485973599,1.0220825498554396,
2025-08-27 14:15:00,3376.77,3376.88,3374.09,3375.26,868,5,0,3.4995727558754157,2.7899999999999636,2.5957142857142634,0.07690412844386102,-0.0004442127956976183,hold,-1,0.001467591830241366,1.0235825498554396,
2025-08-27 14:30:00,3375.3,3375.96,3373.84,3375.0,861,14,0,3.6262052079972347,2.119999999999891,2.543571428571405,0.07536507936507868,-7.703110278922676e-05,hold,-1,0.00025400980119960614,1.0238425498554398,
2025-08-27 14:45:00,3374.99,3378.18,3374.93,3376.83,908,5,0,3.6442795837024224,3.25,2.570000000000001,0.07610688130584013,0.0005422222222222217,hold,-1,-0.0017873842030283749,1.02201254985544,
2025-08-27 15:00:00,3376.78,3377.61,3374.43,3376.94,845,15,0,3.5288153670484297,3.180000000000291,2.6000000000000063,0.07699278044620296,3.25749297418465e-05,hold,-1,-0.00010763077225972584,1.0219025498554397,
2025-08-27 15:15:00,3377.0,3382.87,3376.58,3381.68,1069,6,0,3.4325278394214,6.289999999999964,2.922857142857148,0.08643210306289027,0.001403637612749975,buy,1,-0.0035147029542438313,1.0183108659445135,
2025-08-27 15:30:00,3381.72,3382.65,3379.66,3381.37,1125,15,0,3.441189512819735,2.9900000000002365,3.017857142857175,0.08924953917664069,-9.167041233937301e-05,hold,1,-0.00030442570178446093,1.0180008659445137,
2025-08-27 15:45:00,3381.39,3382.76,3380.04,3381.13,1038,10,0,3.432260993324714,2.7200000000002547,3.0364285714286194,0.08980514122286393,-7.097714831560964e-05,hold,1,-0.00023575618452653657,1.0177608659445139,
2025-08-27 16:00:00,3381.4,3384.21,3380.53,3382.36,1061,11,0,3.4422072172224665,3.6799999999998363,3.154285714285769,0.09325694823394816,0.00036378370544754013,buy,1,0.0012085353653861208,1.018990865944514,
2025-08-27 16:15:00,3382.37,3384.82,3381.86,3382.0,988,15,0,3.31750064450601,2.9600000000000364,3.032857142857178,0.0896764382867291,-0.00010643456048442523,hold,1,-0.0003532907036084554,1.0186308659445138,
2025-08-27 16:30:00,3382.12,3382.12,3377.57,3378.09,1372,9,0,3.190834365389294,4.549999999999727,3.1864285714285807,0.09432633741044734,-0.0011561206386753176,sell,-1,-0.0036376486842513156,1.014925444715273,
2025-08-27 16:45:00,3378.13,3378.56,3375.65,3377.79,1263,5,0,2.9515071529074186,2.9099999999998545,3.2457142857142895,0.09608987787027286,-8.88075806151356e-05,hold,-1,0.00029558821444686245,1.015225444715273,
2025-08-27 17:00:00,3377.88,3379.99,3376.2,3379.51,1206,15,0,2.6328449191700414,3.7899999999999636,3.2942857142857065,0.09747820584302772,0.0005092086837843457,hold,-1,-0.0016942049758047473,1.0135054447152727,
2025-08-27 17:15:00,3379.68,3383.6,3379.0,3383.09,1077,15,0,2.675682451062877,4.599999999999909,3.454285714285691,0.10210445818129847,0.0010593251684416494,buy,1,-0.005090563712665919,1.008346130675816,
2025-08-27 17:30:00,3383.06,3384.01,3380.96,3383.6,1119,12,0,2.8148636967991165,3.050000000000182,3.491428571428579,0.10318680019590315,0.00015074975835682736,hold,1,0.0005057787048361462,1.0088561306758157,
2025-08-27 17:45:00,3383.58,3386.81,3383.08,3386.4,1093,13,0,3.2842742929845,3.730000000000018,3.5585714285714403,0.10508420235564139,0.0008275209835677533,buy,1,0.002775420513254412,1.0116561306758158,
2025-08-27 18:00:00,3386.46,3390.39,3385.17,3389.11,1141,5,0,3.9470952344041055,5.2199999999998,3.780000000000005,0.11153370648931446,0.0008002598629812674,hold,1,0.002678775838772074,1.0143661306758158,
2025-08-27 18:15:00,3389.15,3390.2,3386.11,3387.92,1130,15,0,4.266586056665348,4.089999999999691,3.839999999999983,0.1133438806111119,-0.0003511246315404115,sell,-1,0.004607176494211496,1.0190394944695895,
2025-08-27 18:30:00,3387.92,3389.62,3387.04,3388.93,847,15,0,4.540847822527608,2.5799999999999272,3.797142857142814,0.1120454791672538,0.00029811801931556303,hold,-1,-0.0009911293973208224,1.0180294944695898,
2025-08-27 18:45:00,3388.85,3388.85,3386.52,3387.95,824,5,0,4.608469776856224,2.4099999999998545,3.5199999999999494,0.10389763721424311,-0.0002891768198222122,sell,-1,0.0009626440150543036,1.0190094944695898,
2025-08-27 19:00:00,3388.21,3389.73,3387.48,3388.94,828,8,0,4.740060514824563,2.25,3.4671428571427896,0.10230759048973394,0.0002922121046651238,hold,-1,-0.0009715316740159796,1.0180194944695897,
2025-08-27 19:15:00,3388.95,3391.17,3388.14,3391.17,881,10,0,4.84873990684192,3.0300000000002,3.489285714285643,0.10289327029566914,0.000658022862606078,buy,1,-0.0033284069127877958,1.0146311113468445,
2025-08-27 19:30:00,3391.06,3395.94,3390.25,3394.53,1111,8,0,5.114150750098265,5.690000000000055,3.632857142857087,0.10702091726563286,0.0009908084820282603,buy,1,0.0033115483671104506,1.0179911113468445,
2025-08-27 19:45:00,3394.58,3398.81,3394.07,3395.44,1126,14,0,5.430482071263291,4.739999999999782,3.759999999999926,0.1107367528214289,0.000268078349580092,hold,1,0.000893917431946889,1.0189011113468442,
2025-08-27 20:00:00,3395.48,3397.46,3394.96,3396.25,1011,15,0,5.6532534647617645,2.5,3.613571428571374,0.10639886429359953,0.00023855523879090512,hold,1,0.0007949741059063431,1.0197111113468442,
2025-08-27 20:15:00,3396.27,3397.35,3395.83,3396.46,910,14,0,6.031071825838366,1.5199999999999818,3.514285714285669,0.10346907410320359,6.183290393813046e-05,hold,1,0.00020594068031942747,1.0199211113468443,
2025-08-27 20:30:00,3396.44,3396.9,3394.97,3395.86,830,5,0,6.236317465164669,1.930000000000291,3.3814285714285495,0.09957502875349836,-0.00017665451676152077,hold,1,-0.000588280792822915,1.0193211113468443,
2025-08-27 20:45:00,3395.85,3396.4,3394.99,3395.18,684,16,0,6.292653109611133,1.4100000000003092,3.153571428571435,0.09288377725397284,-0.0002002438263062345,hold,1,-0.0006671106802661475,1.018641111346844,
2025-08-27 21:00:00,3395.11,3395.23,3392.32,3393.52,765,16,0,6.2582090089741795,2.9099999999998545,3.143571428571412,0.09263453371635977,-0.0004889284220570556,hold,1,-0.0016296220342069123,1.0169811113468443,
2025-08-27 21:15:00,3393.54,3395.59,3393.52,3395.35,632,16,0,6.230556682910026,2.0700000000001637,3.0249999999999937,0.08909243524231651,0.0005392630660787656,hold,1,0.0017994434504062795,1.018811111346844,
2025-08-27 21:30:00,3395.36,3396.03,3394.3,3396.03,627,15,0,5.81624790881994,1.7300000000000182,2.7757142857142947,0.08173409203435465,0.00020027390401589074,hold,1,0.000667444624844471,1.0194911113468446,
