time,open,high,low,close,signal,position,strategy_returns,rsi,macd_histogram,price_momentum,ema_fast,ema_slow,returns,cumulative,total_commission
2025-08-26 15:30:00,3376.95,3378.93,3375.56,3378.14,hold,0.0,0.0,52.91353383458599,0.3582087728823927,0.00019245060681161164,3376.829542243327,3375.804083538939,0.00036423831254017713,1.0,
2025-08-26 15:45:00,3378.22,3378.43,3371.05,3371.94,hold,0.0,0.0,43.57585139318846,0.015390546343391764,-0.0017850957823780655,3375.7310595920285,3375.37576666204,-0.0018353295008495252,1.0,
2025-08-26 16:00:00,3371.92,3374.46,3370.59,3372.52,hold,0.0,0.0,50.042265426880775,-0.16856806055617862,-0.0013000050341880343,3375.01141824253,3375.0654048794436,0.00017200780559556428,1.0,
2025-08-26 16:15:00,3372.53,3373.74,3370.67,3373.71,hold,0.0,0.0,53.51129363449708,-0.2127701534570022,-0.0013113725304456647,3374.7203035669118,3374.920672744394,0.00035285187337663615,1.0,
2025-08-26 16:30:00,3373.62,3378.04,3373.59,3377.47,hold,0.0,0.0,60.61371841155197,-0.0315734414386353,0.0016400054567993205,3375.3344823878692,3375.1886403883495,0.0011145000607639677,1.0,
2025-08-26 16:45:00,3377.42,3377.59,3372.81,3375.72,hold,0.0,0.0,58.85033298282483,-0.013269273552885347,0.0009488453737858116,3375.4204944607777,3375.2437110119636,-0.000518139317299604,1.0,
2025-08-26 17:00:00,3375.61,3375.86,3370.53,3371.48,hold,0.0,0.0,53.33545108005078,-0.23298015876881073,-0.0006609933871020157,3374.542116594752,3374.858540311114,-0.00125602834358296,1.0,
2025-08-26 17:15:00,3371.46,3376.28,3370.39,3374.2,hold,0.0,0.0,53.49794238683142,-0.20842742621317317,-0.0009681803243255516,3374.4659076478897,3374.7919081389823,0.0008067673543963316,1.0,
2025-08-26 17:30:00,3374.16,3377.03,3373.64,3376.41,hold,0.0,0.0,50.101902173912954,-0.059784809736579674,0.00020440083893213945,3374.898736716491,3374.953964558032,0.0006549700669788994,1.0,
2025-08-26 17:45:00,3376.43,3379.54,3376.02,3379.35,hold,0.0,0.0,51.69352186780629,0.200477283616753,0.0023342864261393093,3375.889345617469,3375.390207287446,0.0008707473322255854,1.0,
2025-08-26 18:00:00,3379.38,3382.1,3378.64,3381.42,buy,0.0,0.0,53.90649513649244,0.4682496983572597,0.0021397664631617186,3377.119770371525,3375.983635598787,0.0006125438323938415,1.0,
2025-08-26 18:15:00,3381.42,3383.55,3379.66,3381.95,buy,0.33333333333333326,0.0,57.20284237726124,0.6384868312713292,0.0016407959933775196,3378.1940989942996,3376.5664464167744,0.0001567388848471296,1.0,
2025-08-26 18:30:00,3381.94,3384.92,3381.61,3384.76,buy,0.0,-0.00291370545962244,60.198257735056345,0.8691832278812801,0.0016008995812806237,3379.65418624147,3377.361430234053,0.0008308815919810808,0.9970862945403776,
2025-08-26 18:45:00,3384.91,3389.39,3383.85,3386.67,buy,0.0,0.0,64.29408318687813,1.072440658779862,0.0015526021612222163,3381.2140853625315,3378.2591084913975,0.0005642940710715028,0.9970862945403776,
2025-08-26 19:00:00,3386.66,3387.66,3384.68,3385.3,hold,0.0,0.0,60.443407234539755,1.054365214369308,0.0009905527875930797,3382.1224420382937,3378.934369761728,-0.0004045271608984491,0.9970862945403776,
2025-08-26 19:15:00,3385.19,3385.91,3383.08,3384.5,hold,0.0,0.0,71.7451523545708,0.929671326386748,-7.681489972710676e-05,3382.6509582466706,3379.4654913623635,-0.00023631583611505302,0.9970862945403776,
2025-08-26 19:30:00,3384.48,3385.85,3383.33,3383.35,hold,0.0,0.0,68.38709677419354,0.7218324423774996,-0.0009803139957539342,3382.8063397300634,3379.8345175863933,-0.00033978431082881677,0.9970862945403776,
2025-08-26 19:45:00,3383.34,3383.5,3382.53,3382.99,hold,0.0,0.0,66.2124388539479,0.5180300456921503,-0.0006823619767820643,3382.8471610662123,3380.1330655412,-0.00010640341673195941,0.9970862945403776,
2025-08-26 20:00:00,3383.01,3384.1,3382.68,3383.38,hold,0.0,0.0,61.7029702970301,0.3711261431605821,-0.000330920372285437,3382.965587640424,3380.439132519906,0.000115282634592484,0.9970862945403776,
2025-08-26 20:15:00,3383.39,3385.94,3383.24,3384.0,hold,0.0,0.0,67.16417910447778,0.280675036748933,0.00019211728021040209,3383.1954841138886,3380.7736697519463,0.00018324870395880488,0.9970862945403776,
2025-08-26 20:30:00,3383.99,3384.17,3381.53,3381.88,hold,0.0,0.0,73.63636363636336,0.06429832821083115,-0.0003281121138399845,3382.903127545787,3380.877292606141,-0.0006264775413711288,0.9970862945403776,
2025-08-26 20:45:00,3381.87,3382.97,3381.57,3381.69,hold,0.0,0.0,69.23472008217762,-0.10307150330394199,-0.0004995004995005381,3382.6335244496495,3380.9532045930673,-5.618176872035363e-05,0.9970862945403776,
2025-08-26 21:00:00,3381.69,3382.55,3380.33,3382.54,hold,0.0,0.0,66.92435118718916,-0.16742553204986943,-0.0004314420803782637,3382.6127400875444,3381.101052068246,0.0002513536131343308,0.9970862945403776,
2025-08-26 21:15:00,3382.47,3383.28,3381.47,3382.79,hold,0.0,0.0,61.154345006484874,-0.1999955511887952,0.0002690811028185358,3382.6521328760305,3381.258061910499,7.39089559915751e-05,0.9970862945403776,
2025-08-26 21:30:00,3382.8,3384.5,3382.8,3384.34,hold,0.0,0.0,59.79865771812069,-0.13073738426354886,0.0007836318527127961,3383.0272270257133,3381.5439811597907,0.0004582016619418816,0.9970862945403776,
2025-08-26 21:45:00,3384.4,3385.6,3384.4,3385.56,hold,0.0,0.0,61.57793457344447,-0.02105439358145489,0.0008928201883791065,3383.5900801309726,3381.9158644717595,0.00036048387573339724,0.9970862945403776,
2025-08-26 22:00:00,3385.59,3388.84,3385.17,3388.31,hold,0.0,0.0,61.42949130714643,0.20278994094819303,0.0016317891444634913,3384.6389724707988,3382.5069618825323,0.0008122733019058082,0.9970862945403776,
2025-08-26 22:15:00,3388.3,3389.3,3388.08,3388.49,hold,0.0,0.0,56.59420289854958,0.32747931548377895,0.0012262361346671025,3385.49476985625,3383.05920846542,5.312382869337995e-05,0.9970862945403776,
2025-08-26 22:30:00,3388.47,3389.41,3387.93,3388.91,hold,0.0,0.0,64.04669260700223,0.39766994711924064,0.000989496567776138,3386.2537191930933,3383.598497221716,0.0001239490156381695,0.9970862945403776,
2025-08-26 22:45:00,3388.92,3390.83,3388.92,3389.6,hold,0.0,0.0,70.01569858712642,0.44596075692883064,0.00038072077230233425,3386.997344241199,3384.150978941424,0.00020360528901619546,0.9970862945403776,
2025-08-26 23:00:00,3389.78,3390.97,3389.21,3390.05,hold,0.0,0.0,77.8239202657809,0.4621386657387223,0.0004603820580850737,3387.675717218879,3384.6934036990265,0.00013275902761389347,0.9970862945403776,
2025-08-26 23:15:00,3390.03,3390.88,3389.76,3390.22,hold,0.0,0.0,80.50632911392437,0.4388972481061377,0.00038655496900186215,3388.2411166539873,3385.2010541244485,5.014675299763738e-05,0.9970862945403776,
2025-08-26 23:30:00,3390.25,3391.14,3390.02,3391.07,hold,0.0,0.0,81.23476848091019,0.4336721650216817,0.0004336794902053409,3388.8697602180414,3385.739641440628,0.00025072119213520594,0.9970862945403776,
2025-08-26 23:45:00,3391.08,3393.31,3390.86,3392.96,hold,0.0,0.0,82.9896907216498,0.5041697541497276,0.0008583944189612946,3389.7787055636722,3386.401677259369,0.0005573462063594992,0.9970862945403776,
2025-08-27 01:00:00,3390.76,3391.77,3389.36,3389.36,hold,0.0,0.0,74.83399734395766,0.27350456668957746,-0.0002536708532189236,3389.685659630317,3386.6727146410944,-0.0010610204659058375,0.9970862945403776,
2025-08-27 01:15:00,3389.45,3390.39,3388.76,3389.68,hold,0.0,0.0,76.30019749835415,0.11123025967369404,-0.00040990012002117826,3389.684401932036,3386.9480425621637,9.441310453883744e-05,0.9970862945403776,
2025-08-27 01:30:00,3389.71,3392.03,3389.71,3390.78,hold,0.0,0.0,76.68393782383487,0.0490978287189634,-0.0006425068376874066,3389.9278685691065,3387.2986462325794,0.0003245144084398355,0.9970862945403776,
2025-08-27 01:45:00,3390.8,3391.4,3390.31,3391.06,hold,0.0,0.0,76.72915319974172,0.0013818909627061338,0.0005015696178629625,3390.1794536528073,3387.6425886391576,8.257687021862026e-05,0.9970862945403776,
2025-08-27 02:00:00,3391.15,3392.13,3390.64,3391.7,hold,0.0,0.0,75.27472527472503,-0.012111702693667237,0.0005959264591348656,3390.5173531766873,3388.013405598146,0.00018873154706788853,0.9970862945403776,
2025-08-27 02:15:00,3391.65,3392.98,3391.6,3391.65,hold,0.0,0.0,72.74085138162961,-0.046864414347512096,0.00025657813246504624,3390.7690526651995,3388.345602457863,-1.4741869858725387e-05,0.9970862945403776,
2025-08-27 02:30:00,3391.66,3392.26,3390.3,3390.53,hold,0.0,0.0,59.438775510205716,-0.16050461202137045,-0.00015629331241551192,3390.715929818792,3388.545055936307,-0.00033022275293737025,0.9970862945403776,
2025-08-27 02:45:00,3390.55,3391.79,3390.06,3390.87,hold,0.0,0.0,59.98322147651122,-0.22513563670709846,-0.0002447150396556186,3390.7501676528386,3388.7572577706474,0.00010027930736478119,0.9970862945403776,
2025-08-27 03:00:00,3390.89,3392.47,3389.67,3392.37,hold,0.0,0.0,63.30769230769338,-0.1818351591767633,0.00021228605545964285,3391.1101305274906,3389.0868797066883,0.0004423643489723794,0.9970862945403776,
2025-08-27 03:15:00,3392.37,3393.49,3390.84,3391.43,hold,0.0,0.0,56.90566037735869,-0.22696496853176873,0.00026544522537763626,3391.181212652588,3389.300592533129,-0.000277092416216429,0.9970862945403776,
2025-08-27 03:30:00,3391.43,3392.62,3388.98,3389.43,hold,0.0,0.0,47.90540540540407,-0.3917396524722707,-0.00042466977501354197,3390.7920541997773,3389.3123920782036,-0.0005897217397971,0.9970862945403776,
2025-08-27 03:45:00,3389.43,3391.25,3389.15,3389.62,hold,0.0,0.0,47.97570850202449,-0.4833784989617991,-0.0008106427070160294,3390.5315976663956,3389.3404325442093,5.605662309005055e-05,0.9970862945403776,
2025-08-27 04:00:00,3389.65,3390.01,3386.23,3386.35,hold,0.0,0.0,36.31090487238816,-0.7424657768757847,-0.0014978932190845562,3389.6023536169273,3389.0679025667823,-0.000964709908485295,0.9970862945403776,
2025-08-27 04:15:00,3386.35,3386.9,3384.37,3384.72,hold,0.0,0.0,25.73616018845503,-0.9873718444043778,-0.0013896141829157216,3388.517386034253,3388.6717500474297,-0.00048134422017809264,0.9970862945403776,
2025-08-27 04:30:00,3384.76,3386.2,3383.38,3386.01,sell,-0.6666666666666666,0.0029222199478387,38.58214042263123,-1.0231631587534673,-0.001065016137502095,3387.960189092917,3388.4292783042024,0.00038112458342198785,1.0,
2025-08-27 04:45:00,3386.06,3387.86,3385.19,3386.22,hold,0.0,-0.00031061768678752877,38.11813186813132,-0.9921726377789402,-3.8389416333273196e-05,3387.5734803814,3388.228061789734,6.20198995275878e-05,0.9996893823132125,
2025-08-27 05:00:00,3386.19,3387.01,3384.9,3385.81,hold,0.0,0.0,32.08363374188674,-0.9580396601739195,0.000322035500720963,3387.181595833124,3388.0078668851943,-0.00012107896120150397,0.9996893823132125,
2025-08-27 05:15:00,3385.85,3386.6,3384.38,3385.62,hold,0.0,0.0,30.261248185775273,-0.9075825448157329,-0.00011517981340880556,3386.8345745237366,3387.7904549727614,-5.611655704251817e-05,0.9996893823132125,
2025-08-27 05:30:00,3385.62,3386.47,3382.16,3383.69,hold,0.0,0.0,23.42402123423969,-0.9580082117134251,-0.0007471457849754781,3386.1357801645518,3387.4171664034407,-0.000570058069127577,0.9996893823132125,
2025-08-27 05:45:00,3383.69,3385.14,3383.28,3384.17,hold,0.0,0.0,25.87096774193472,-0.9137282226266801,-0.00048437449236660157,3385.6989401179794,3387.121595197027,0.0001418569668025782,0.9996893823132125,
2025-08-27 06:00:00,3384.16,3384.49,3383.62,3384.03,hold,0.0,0.0,27.617079889806433,-0.8497322337742992,-0.0004696333315610257,3385.3280645296,3386.840217189283,-4.136908015850427e-05,0.9996893823132125,
2025-08-27 06:15:00,3383.99,3383.99,3381.94,3382.1,hold,0.0,0.0,22.780881440099577,-0.8886176260277414,-0.00046990120253331824,3384.610716846417,3386.408836927509,-0.000570325913186398,0.9996893823132125,
2025-08-27 06:30:00,3382.16,3383.04,3381.19,3382.48,hold,0.0,0.0,17.01134089393024,-0.8410313877968357,-0.0004993838961990793,3384.1372242087773,3386.0513298246815,0.00011235622837890702,0.9996893823132125,
2025-08-27 06:45:00,3382.49,3383.22,3380.57,3380.64,hold,0.0,0.0,16.04782882316003,-0.8810533253824575,-0.001001764168757413,3383.3600632669795,3385.55896492743,-0.0005439795652893986,0.9996893823132125,
2025-08-27 07:00:00,3380.63,3381.33,3379.02,3379.6,hold,0.0,0.0,17.079705291360554,-0.9209982669443944,-0.0007391857130185642,3382.524493646649,3385.016814589237,-0.0003076340574565961,0.9996893823132125,
2025-08-27 07:15:00,3379.59,3379.65,3377.23,3377.3,hold,0.0,0.0,13.849765258216735,-1.0369105675573898,-0.0015314207327167262,3381.3634950526184,3384.3147842119656,-0.000680553911705406,0.9996893823132125,
2025-08-27 07:30:00,3377.28,3377.9,3374.84,3374.99,hold,0.0,0.0,14.676616915423324,-1.1926612418087792,-0.0016712811775285719,3379.9471628131178,3383.4665253786384,-0.00068397832588174,0.9996893823132125,
2025-08-27 07:45:00,3374.94,3375.92,3373.89,3374.99,hold,0.0,0.0,16.332179930796414,-1.2154437376151297,-0.0013640667534620121,3378.8455710734906,3382.6954767001826,0.0,0.9996893823132125,
2025-08-27 08:00:00,3375.03,3376.17,3374.14,3374.71,hold,0.0,0.0,7.9613095238076,-1.1687532742884021,-0.0007668847896249442,3377.926555277189,3381.9691342237616,-8.296320877976271e-05,0.9996893823132125,
2025-08-27 08:15:00,3374.73,3377.37,3374.18,3375.7,hold,0.0,0.0,13.009845288325849,-0.9974179153652263,0.00021037099369181078,3377.4317652146733,3381.398934567288,0.00029335854043743836,0.9996893823132125,
2025-08-27 08:30:00,3375.68,3378.74,3375.68,3377.71,hold,0.0,0.0,24.399494310999287,-0.6896846140142534,0.0008059283138617257,3377.4935951670577,3381.0634279797446,0.0005954320585361828,0.9996893823132125,
2025-08-27 08:45:00,3377.75,3378.91,3375.89,3377.2,hold,0.0,0.0,23.915737298637225,-0.4715554788084573,0.0007378411774641158,3377.4283517965273,3380.712065493822,-0.00015098987183626011,0.9996893823132125,
2025-08-27 09:00:00,3377.18,3379.66,3377.16,3379.38,hold,0.0,0.0,36.851738865162474,-0.14855143424548434,0.0010901442663744376,3377.862051397678,3380.5909241983904,0.00064550515219719,0.9996893823132125,
2025-08-27 09:15:00,3379.33,3381.92,3379.33,3381.01,hold,0.0,0.0,40.992018244014545,0.18855629447856392,0.0009769932883523236,3378.5615955320027,3380.6290347060094,0.0004823369967272839,0.9996893823132125,
2025-08-27 09:30:00,3380.98,3381.55,3378.25,3379.82,hold,0.0,0.0,38.676707907477685,0.336686860876775,0.0007757905957599398,3378.841240969483,3380.55546379519,-0.0003519658326950337,0.9996893823132125,
2025-08-27 09:45:00,3379.77,3380.09,3376.31,3377.49,sell,0.0,0.0,37.862032648762906,0.2851692501852714,-0.0005592741863893469,3378.540965198363,3380.2767084522507,-0.000689385825280775,0.9996893823132125,
2025-08-27 10:00:00,3377.44,3378.17,3374.16,3374.58,sell,0.0,0.0,31.64498141263995,0.07358318047859003,-0.001901798574982072,3377.6607507095564,3379.7586960950234,-0.0008615865628025521,0.9996893823132125,
2025-08-27 10:15:00,3374.55,3376.5,3373.81,3375.04,sell,0.0,0.0,36.09731876862042,-0.01258377283064549,-0.0014142764999319768,3377.0783616628432,3379.329626005339,0.0001363132597240746,0.9996893823132125,
2025-08-27 10:30:00,3375.04,3378.19,3374.43,3378.11,hold,0.0,0.0,46.639603067208576,0.15080656208340493,0.00018356827111265517,3377.307614626701,3379.2187279537834,0.0009096188489619017,0.9996893823132125,
2025-08-27 10:45:00,3378.13,3381.59,3377.73,3381.48,hold,0.0,0.0,58.99311531841573,0.4808450523790726,0.0020446988958626733,3378.234811376462,3379.424336838845,0.000997599249284331,0.9996893823132125,
2025-08-27 11:00:00,3381.44,3383.87,3381.02,3382.11,hold,0.0,0.0,66.51205936920238,0.7222376158531674,0.002094789987674206,3379.095964404016,3379.6685298182374,0.00018630895347593324,0.9996893823132125,
2025-08-27 11:15:00,3382.12,3384.99,3382.12,3384.26,buy,0.0,0.0,69.54871362294405,0.9906976271660601,0.0018205446240648904,3380.243527869894,3380.0860011365025,0.0006356978336008456,0.9996893823132125,
2025-08-27 11:30:00,3384.3,3384.55,3381.79,3383.56,buy,0.0,0.0,68.33816825528257,1.0780500797433914,0.0006151152749682698,3380.9805216766367,3380.4018638811694,-0.00020683990000780472,0.9996893823132125,
2025-08-27 11:45:00,3383.64,3384.7,3382.93,3384.53,hold,0.0,0.0,68.3119037743668,1.1513539516842088,0.0007155296545646728,3381.7692946374273,3380.7771972337077,0.0002866803012213648,0.9996893823132125,
2025-08-27 12:00:00,3384.55,3385.44,3383.78,3384.65,buy,1.0,0.0003107142001135266,65.6165616561646,1.1551770442783091,0.00011523937286139763,3382.409451384693,3381.1293113632696,3.5455439898468555e-05,1.0,
2025-08-27 12:15:00,3384.66,3384.93,3382.47,3382.57,hold,0.0,-0.0021737990349004477,61.28625472887778,0.9722999868527161,-0.00029259123526692576,3382.4451288547625,3381.2602969738828,-0.0006145391694857283,0.9978262009650996,
2025-08-27 12:30:00,3382.4,3383.58,3381.55,3381.76,hold,0.0,0.0,55.307760927743104,0.7607743016768022,-0.0008184297376593319,3382.2928779981444,3381.3057289097537,-0.00023946289359866313,0.9978262009650996,
2025-08-27 12:45:00,3381.76,3382.28,3377.62,3378.22,hold,0.0,0.0,44.26633785450006,0.3665087039474952,-0.0018997532979777576,3381.387793998538,3381.025183466619,-0.001046792202876734,0.9978262009650996,
2025-08-27 13:00:00,3378.29,3379.17,3376.77,3378.07,sell,-0.6666666666666666,0.002178534731597459,46.243022756548015,0.09377422903138954,-0.0013303494088814372,3380.650506443296,3380.756508977987,-4.440208156952785e-05,1.0,
2025-08-27 13:15:00,3377.63,3378.43,3376.35,3376.5,sell,-0.33333333333333326,0.0014766169462834267,47.80292942743064,-0.17928668721012136,-0.0015554031037093852,3379.728171678107,3380.369525534621,-0.0004647624235141201,1.0014766169462834,
2025-08-27 13:30:00,3376.48,3378.03,3374.92,3375.86,sell,0.0,0.0005490950607998091,53.1589338598227,-0.37850485478722357,-0.0006985927500280376,3378.8685779718535,3379.959541621677,-0.00018954538723525705,1.0020265228101553,
2025-08-27 13:45:00,3375.85,3377.25,3374.89,3375.55,sell,-1.0,-0.00202242432113664,51.2680258577827,-0.49908277252424327,-0.0007459880937932262,3378.131116200325,3379.558650159396,-9.182845260169437e-05,1.0,
2025-08-27 14:00:00,3375.73,3377.22,3374.69,3376.76,hold,-1.0,-0.0012100000000000444,46.30136986301404,-0.46594240195619385,7.700281356437522e-05,3377.826423711362,3379.3042135458263,0.00035846010279816376,0.99879,
2025-08-27 14:15:00,3376.77,3376.88,3374.09,3375.26,sell,-0.6666666666666666,0.00018922939657217697,31.01343101343228,-0.5100204276580133,-0.0001777324889065124,3377.256107331057,3378.9365395457744,-0.0004442127956976183,0.9989790004290023,
2025-08-27 14:30:00,3375.3,3375.96,3373.84,3375.0,hold,-0.33333333333333326,0.0001627969754836034,27.79512804497243,-0.5199151758700096,-0.0001629364103628017,3376.754750146376,3378.578656188975,-7.703110278922676e-05,0.9991416311888438,
2025-08-27 14:45:00,3374.99,3378.18,3374.93,3376.83,hold,0.0,-0.0019256580284814362,26.322498406628256,-0.37333782386990033,2.0729930465757107e-05,3376.7714723360705,3378.419680932665,0.0005422222222222217,0.997217626085155,
2025-08-27 15:00:00,3376.78,3377.61,3374.43,3376.94,hold,0.0,0.0,28.07947019867639,-0.24525722019712237,0.0004977394334064744,3376.808922928055,3378.285159474973,3.25749297418465e-05,0.997217626085155,
2025-08-27 15:15:00,3377.0,3382.87,3376.58,3381.68,hold,0.0,0.0,42.4483306836238,0.16048321242077557,0.001979259259259125,3377.8913844996,3378.5937917888423,0.001403637612749975,0.997217626085155,
2025-08-27 15:30:00,3381.72,3382.65,3379.66,3381.37,hold,0.0,0.0,41.395592864637436,0.3964132411909411,0.001344456191161525,3378.6644101663564,3378.846182120792,-9.167041233937301e-05,0.997217626085155,
2025-08-27 15:45:00,3381.39,3382.76,3380.04,3381.13,buy,0.6666666666666666,0.002790137119585312,45.81881533101025,0.5171042198285616,0.0012407682694983713,3379.2123190182774,3379.053807736781,-7.097714831560964e-05,1.0,
2025-08-27 16:00:00,3381.4,3384.21,3380.53,3382.36,buy,0.0,-0.0013351301799141568,51.70068027210859,0.6518550330526495,0.0002010834851318144,3379.911803680883,3379.354378314465,0.00036378370544754013,0.9986648698200858,
2025-08-27 16:15:00,3382.37,3384.82,3381.86,3382.0,buy,0.0,0.0,63.070539419088206,0.6854165682495661,0.00018631501432864184,3380.3758473073535,3379.5948949379335,-0.00010643456048442523,0.9986648698200858,
2025-08-27 16:30:00,3382.12,3382.12,3377.57,3378.09,hold,0.0,0.0,50.054884742041665,0.42571534576351566,-0.0008991076947647558,3379.8678812390526,3379.458083431475,-0.0011561206386753176,0.9986648698200858,
2025-08-27 16:45:00,3378.13,3378.56,3375.65,3377.79,hold,0.0,0.0,53.80530973451321,0.22519264446234788,-0.0013511276150380835,3379.4061298525967,3379.306436585367,-8.88075806151356e-05,0.9986648698200858,
2025-08-27 17:00:00,3377.88,3379.99,3376.2,3379.51,hold,0.0,0.0,60.122018857459935,0.20065469246400175,-0.0007362507392074669,3379.4292121075755,3379.3249426718153,0.0005092086837843457,0.9986648698200858,
2025-08-27 17:15:00,3379.68,3383.6,3379.0,3383.09,buy,0.0,0.0,67.69953051643168,0.40593668019587315,0.0014801263435846312,3380.2427205281147,3379.667226016221,0.0010593251684416494,0.9986648698200858,
2025-08-27 17:30:00,3383.06,3384.01,3380.96,3383.6,buy,0.0,0.0,66.60194174757214,0.5476828183136873,0.0017200595655739725,3380.9887826329787,3380.0247560568027,0.00015074975835682736,0.9986648698200858,
2025-08-27 17:45:00,3383.58,3386.81,3383.08,3386.4,hold,0.0,0.0,75.4337899543375,0.7870543607372653,0.002038757097922339,3382.1912753812053,3380.6043312523757,0.0008275209835677533,0.9986648698200858,
2025-08-27 18:00:00,3386.46,3390.39,3385.17,3389.11,hold,0.0,0.0,78.97330595482583,1.0675317119915073,0.0017794383241356293,3383.728769740938,3381.3775830404866,0.0008002598629812674,0.9986648698200858,
2025-08-27 18:15:00,3389.15,3390.2,3386.11,3387.92,hold,0.0,0.0,73.38675664276704,1.1077719670599533,0.001276746660361816,3384.660154242952,3381.972354634087,-0.0003511246315404115,0.9986648698200858,
2025-08-27 18:30:00,3387.92,3389.62,3387.04,3388.93,hold,0.0,0.0,74.36001625355534,1.1331887070973456,0.0007471060713442057,3385.60900885563,3382.6048740515585,0.00029811801931556303,0.9986648698200858,
2025-08-27 18:45:00,3388.85,3388.85,3386.52,3387.95,hold,0.0,0.0,65.0359712230216,1.0184123143156885,-0.00034227275007314706,3386.1292291099344,3383.0907989240573,-0.0002891768198222122,0.9986648698200858,
2025-08-27 19:00:00,3388.21,3389.73,3387.48,3388.94,hold,0.0,0.0,67.58012076172804,0.9451726981092909,0.0003010696828733561,3386.753844863282,3383.6225487857196,0.0002922121046651238,0.9986648698200858,
2025-08-27 19:15:00,3388.95,3391.17,3388.14,3391.17,hold,0.0,0.0,71.34353741496551,0.9787815972527873,0.0006609755881650248,3387.7352126714422,3384.308685769252,0.000658022862606078,0.9986648698200858,
2025-08-27 19:30:00,3391.06,3395.94,3390.25,3394.53,hold,0.0,0.0,73.72319688109125,1.1474785579101459,0.0019421774229255728,3389.245165411122,3385.237902377317,0.0009908084820282603,0.9986648698200858,
2025-08-27 19:45:00,3394.58,3398.81,3394.07,3395.44,hold,0.0,0.0,75.6488549618319,1.233043922881611,0.001918003859613826,3390.621795319762,3386.1653714446043,0.000268078349580092,0.9986648698200858,
2025-08-27 20:00:00,3395.48,3397.46,3394.96,3396.25,hold,0.0,0.0,89.30735930735837,1.2528270274205373,0.0014980080621143088,3391.872507470926,3387.082160933294,0.00023855523879090512,0.9986648698200858,
2025-08-27 20:15:00,3396.27,3397.35,3395.83,3396.46,hold,0.0,0.0,90.56931768796153,1.1891980872003929,0.0005685617743840243,3392.8919502551644,3387.9346960474536,6.183290393813046e-05,0.9986648698200858,
