time,close,signal,position,strategy_returns,osc,heat_zone,wma,returns,cumulative,total_commission
2025-08-27 03:00:00,3392.37,hold,0.0,0.0,200.88373906702893,0.0,3380.6329419438666,0.0004423643489723794,1.0,
2025-08-27 03:15:00,3391.43,hold,0.0,0.0,177.30841063091188,0.0,3381.086418351828,-0.000277092416216429,1.0,
2025-08-27 03:30:00,3389.43,hold,0.0,0.0,133.31802350953453,0.0,3381.6210606885315,-0.0005897217397971,1.0,
2025-08-27 03:45:00,3389.62,hold,0.0,0.0,135.164902274222,0.0,3381.739014165785,5.605662309005055e-05,1.0,
2025-08-27 04:00:00,3386.35,hold,0.0,0.0,74.66673306992269,0.0,3381.9759516655895,-0.000964709908485295,1.0,
2025-08-27 04:15:00,3384.72,hold,0.0,0.0,44.30480963973839,0.0,3382.130106971497,-0.00048134422017809264,1.0,
2025-08-27 04:30:00,3386.01,hold,0.0,0.0,64.73803473175492,0.0,3382.2277052200416,0.00038112458342198785,1.0,
2025-08-27 04:45:00,3386.22,hold,0.0,0.0,66.85445396224364,0.0,3382.31914390593,6.20198995275878e-05,1.0,
2025-08-27 05:00:00,3385.81,hold,0.0,0.0,58.4600286038103,0.0,3382.4130360692484,-0.00012107896120150397,1.0,
2025-08-27 05:15:00,3385.62,hold,0.0,0.0,37.68725676215628,0.0,3383.4376861437254,-5.611655704251817e-05,1.0,
2025-08-27 05:30:00,3383.69,hold,0.0,0.0,2.5333867924382845,0.0,3383.542263162675,-0.000570058069127577,1.0,
2025-08-27 05:45:00,3384.17,hold,0.0,0.0,7.6127121180211175,0.0,3383.7283539441246,0.0001418569668025782,1.0,
2025-08-27 06:00:00,3384.03,hold,0.0,0.0,-1.4884158290375813,0.0,3384.1154979593966,-4.136908015850427e-05,1.0,
2025-08-27 06:15:00,3382.1,hold,0.0,0.0,-38.31789675390341,0.0,3384.2923158873336,-0.000570325913186398,1.0,
2025-08-27 06:30:00,3382.48,hold,0.0,0.0,-48.287172927432074,0.0,3385.229326103501,0.00011235622837890702,1.0,
2025-08-27 06:45:00,3380.64,hold,0.0,0.0,-87.42008693658053,0.0,3385.61278532366,-0.0005439795652893986,1.0,
2025-08-27 07:00:00,3379.6,hold,0.0,0.0,-110.47247809636852,0.0,3385.8683557038253,-0.0003076340574565961,1.0,
2025-08-27 07:15:00,3377.3,hold,0.0,0.0,-151.1301366895479,0.0,3385.858738267261,-0.000680553911705406,1.0,
2025-08-27 07:30:00,3374.99,hold,0.0,0.0,-186.59414782066267,0.0,3385.5681918709965,-0.00068397832588174,1.0,
2025-08-27 07:45:00,3374.99,hold,0.0,0.0,-187.90034323049866,0.0,3385.6034786180116,0.0,1.0,
2025-08-27 08:00:00,3374.71,hold,0.0,0.0,-193.31113499126963,0.0,3385.5902358306985,-8.296320877976271e-05,1.0,
2025-08-27 08:15:00,3375.7,hold,0.0,0.0,-171.29189123015166,0.0,3385.3570085978276,0.00029335854043743836,1.0,
2025-08-27 08:30:00,3377.71,hold,0.0,0.0,-130.23043753443312,0.0,3385.0598200264803,0.0005954320585361828,1.0,
2025-08-27 08:45:00,3377.2,hold,0.0,0.0,-137.91636969115964,0.0,3384.9902565992134,-0.00015098987183626011,1.0,
2025-08-27 09:00:00,3379.38,hold,0.0,0.0,-95.94711599682012,0.0,3384.7921109358304,0.00064550515219719,1.0,
2025-08-27 09:15:00,3381.01,hold,0.0,0.0,-65.2864744130753,0.0,3384.6890482771637,0.0004823369967272839,1.0,
2025-08-27 09:30:00,3379.82,hold,0.0,0.0,-84.50831838630259,0.0,3384.591836763846,-0.0003519658326950337,1.0,
2025-08-27 09:45:00,3377.49,hold,0.0,0.0,-120.18576459655246,0.0,3384.3031353437336,-0.000689385825280775,1.0,
2025-08-27 10:00:00,3374.58,hold,0.0,0.0,-163.54464362980855,0.0,3383.895277322335,-0.0008615865628025521,1.0,
2025-08-27 10:15:00,3375.04,hold,0.0,0.0,-154.44051217775805,0.0,3383.831175154555,0.0001363132597240746,1.0,
2025-08-27 10:30:00,3378.11,hold,0.0,0.0,-95.28126609013484,0.0,3383.5532367338055,0.0009096188489619017,1.0,
2025-08-27 10:45:00,3381.48,hold,0.0,0.0,-34.25164466789011,0.0,3383.4443698790865,0.000997599249284331,1.0,
2025-08-27 11:00:00,3382.11,hold,0.0,0.0,-22.63714175870048,0.0,3383.4081778899117,0.00018630895347593324,1.0,
2025-08-27 11:15:00,3384.26,hold,0.0,0.0,15.074552658365642,0.0,3383.3955071758096,0.0006356978336008456,1.0,
2025-08-27 11:30:00,3383.56,hold,0.0,0.0,6.7314488081542905,0.0,3383.1741215066018,-0.00020683990000780472,1.0,
2025-08-27 11:45:00,3384.53,hold,0.0,0.0,23.646414718556066,0.0,3383.1799909656534,0.0002866803012213648,1.0,
2025-08-27 12:00:00,3384.65,hold,0.0,0.0,26.504649615766212,0.0,3383.14347571584,3.5455439898468555e-05,1.0,
2025-08-27 12:15:00,3382.57,hold,0.0,0.0,-8.510220391433947,0.0,3383.053043655343,-0.0006145391694857283,1.0,
2025-08-27 12:30:00,3381.76,hold,0.0,0.0,-21.667412088939766,0.0,3382.986241499005,-0.00023946289359866313,1.0,
2025-08-27 12:45:00,3378.22,hold,0.0,0.0,-78.85747283796604,0.0,3382.7123010138753,-0.001046792202876734,1.0,
2025-08-27 13:00:00,3378.07,hold,0.0,0.0,-79.52699296677822,0.0,3382.5932383030035,-4.440208156952785e-05,1.0,
2025-08-27 13:15:00,3376.5,hold,0.0,0.0,-99.52935934990035,0.0,3382.1457033797637,-0.0004647624235141201,1.0,
2025-08-27 13:30:00,3375.86,hold,0.0,0.0,-102.22363213545077,0.0,3381.6640756519205,-0.00018954538723525705,1.0,
2025-08-27 13:45:00,3375.55,hold,0.0,0.0,-106.59548017985185,0.0,3381.592291640234,-9.182845260169437e-05,1.0,
2025-08-27 14:00:00,3376.76,hold,0.0,0.0,-80.81351107569458,0.0,3381.3360846795913,0.00035846010279816376,1.0,
2025-08-27 14:15:00,3375.26,hold,0.0,0.0,-104.02130298512147,0.0,3381.1494061176636,-0.0004442127956976183,1.0,
2025-08-27 14:30:00,3375.0,hold,0.0,0.0,-106.53367317622117,0.0,3381.017224782275,-7.703110278922676e-05,1.0,
2025-08-27 14:45:00,3376.83,hold,0.0,0.0,-71.79078413644798,0.0,3380.890649295929,0.0005422222222222217,1.0,
2025-08-27 15:00:00,3376.94,hold,0.0,0.0,-66.66689193199036,0.0,3380.715215248545,3.25749297418465e-05,1.0,
2025-08-27 15:15:00,3381.68,hold,0.0,0.0,16.556058058023414,0.0,3380.7318590825103,0.001403637612749975,1.0,
2025-08-27 15:30:00,3381.37,hold,0.0,0.0,15.61840106234494,0.0,3380.4751945784024,-9.167041233937301e-05,1.0,
2025-08-27 15:45:00,3381.13,hold,0.0,0.0,14.094297802303698,0.0,3380.322883629852,-7.097714831560964e-05,1.0,
2025-08-27 16:00:00,3382.36,hold,0.0,0.0,39.638915281445044,0.0,3380.0842263125624,0.00036378370544754013,1.0,
2025-08-27 16:15:00,3382.0,hold,0.0,0.0,33.65527016102081,0.0,3380.06722591361,-0.00010643456048442523,1.0,
2025-08-27 16:30:00,3378.09,hold,0.0,0.0,-26.889841687751442,0.0,3379.6422339586657,-0.0011561206386753176,1.0,
2025-08-27 16:45:00,3377.79,hold,0.0,0.0,-29.736866574171227,0.0,3379.5067040903327,-8.88075806151356e-05,1.0,
2025-08-27 17:00:00,3379.51,hold,0.0,0.0,2.2652725375599516,0.0,3379.3788702671086,0.0005092086837843457,1.0,
2025-08-27 17:15:00,3383.09,hold,0.0,0.0,60.82722745775518,0.0,3379.55100898179,0.0010593251684416494,1.0,
2025-08-27 17:30:00,3383.6,hold,0.0,0.0,69.6883242926999,0.0,3379.5437821501428,0.00015074975835682736,1.0,
2025-08-27 17:45:00,3386.4,hold,0.0,0.0,113.19693618963824,0.0,3379.7956302805833,0.0008275209835677533,1.0,
2025-08-27 18:00:00,3389.11,hold,0.0,0.0,154.43004942796725,0.0,3380.0401544919996,0.0008002598629812674,1.0,
2025-08-27 18:15:00,3387.92,hold,0.0,0.0,132.01797363092237,0.0,3380.141060933754,-0.0003511246315404115,1.0,
2025-08-27 18:30:00,3388.93,hold,0.0,0.0,147.40193933320313,0.0,3380.25350766358,0.00029811801931556303,1.0,
2025-08-27 18:45:00,3387.95,hold,0.0,0.0,130.0524582196339,0.0,3380.3078190739625,-0.0002891768198222122,1.0,
2025-08-27 19:00:00,3388.94,hold,0.0,0.0,145.39575990132712,0.0,3380.41247957782,0.0002922121046651238,1.0,
2025-08-27 19:15:00,3391.17,hold,0.0,0.0,177.95105969508242,0.0,3380.7303001705013,0.000658022862606078,1.0,
2025-08-27 19:30:00,3394.53,hold,0.0,0.0,222.95753345669343,0.0,3381.3516044784687,0.0009908084820282603,1.0,
2025-08-27 19:45:00,3395.44,hold,0.0,0.0,232.250246621612,0.0,3381.646547257787,0.000268078349580092,1.0,
2025-08-27 20:00:00,3396.25,hold,0.0,0.0,239.95406763730904,0.0,3382.016756044682,0.00023855523879090512,1.0,
2025-08-27 20:15:00,3396.46,hold,0.0,0.0,243.73107667648577,0.0,3382.0577783472636,6.183290393813046e-05,1.0,
2025-08-27 20:30:00,3395.86,hold,0.0,0.0,231.8413236626687,0.0,3382.1971774360595,-0.00017665451676152077,1.0,
2025-08-27 20:45:00,3395.18,hold,0.0,0.0,217.66381042442754,0.0,3382.404138930288,-0.0002002438263062345,1.0,
2025-08-27 21:00:00,3393.52,hold,0.0,0.0,182.92189428240894,0.0,3382.7840207909944,-0.0004889284220570556,1.0,
2025-08-27 21:15:00,3395.35,hold,0.0,0.0,208.68064620928473,0.0,3383.1295348848653,0.0005392630660787656,1.0,
2025-08-27 21:30:00,3396.03,hold,0.0,0.0,217.0055049845895,0.0,3383.3611207217796,0.00020027390401589074,1.0,
2025-08-27 21:45:00,3394.54,hold,0.0,0.0,187.21726307470706,0.0,3383.6411610015434,-0.00043874759645823325,1.0,
2025-08-27 22:00:00,3395.63,hold,0.0,0.0,201.98762747473742,0.0,3383.8823995860694,0.00032110389036521525,1.0,
2025-08-27 22:15:00,3395.48,hold,0.0,0.0,196.27144953841454,0.0,3384.117903513118,-4.417442418636064e-05,1.0,
2025-08-27 22:30:00,3395.35,hold,0.0,0.0,187.16327853448507,0.0,3384.548902826647,-3.828619223200658e-05,1.0,
2025-08-27 22:45:00,3396.2,hold,0.0,0.0,198.80132351518074,0.0,3384.7576873013304,0.0002503423800197524,1.0,
2025-08-27 23:00:00,3395.1,hold,0.0,0.0,171.8113740092214,0.0,3385.2372855000403,-0.0003238914080442301,1.0,
2025-08-27 23:15:00,3395.83,hold,0.0,0.0,179.398584949472,0.0,3385.557637025793,0.000215015758004089,1.0,
2025-08-27 23:30:00,3396.41,hold,0.0,0.0,188.16088082322355,0.0,3385.690434585271,0.00017079771366645957,1.0,
2025-08-27 23:45:00,3397.38,hold,0.0,0.0,201.7275905914272,0.0,3385.920736360939,0.0002855956730785092,1.0,
2025-08-28 01:00:00,3396.94,hold,0.0,0.0,192.56816686687029,0.0,3386.0250208411,-0.00012951156479401593,1.0,
2025-08-28 01:15:00,3396.46,hold,0.0,0.0,182.27235639097293,0.0,3386.129461045491,-0.00014130364386777394,1.0,
2025-08-28 01:30:00,3397.14,hold,0.0,0.0,192.5468542003778,0.0,3386.252205745105,0.00020020845232981976,1.0,
2025-08-28 01:45:00,3395.78,hold,0.0,0.0,163.03875632377813,0.0,3386.586624210198,-0.0004003367538575331,1.0,
2025-08-28 02:00:00,3397.84,hold,0.0,0.0,191.6764864802891,0.0,3387.0171892987505,0.0006066352943947528,1.0,
2025-08-28 02:15:00,3398.41,hold,0.0,0.0,191.37720244443312,0.0,3387.6468426873885,0.00016775363171883662,1.0,
2025-08-28 02:30:00,3398.85,hold,0.0,0.0,198.13086780581145,0.0,3387.752543823086,0.00012947231205173715,1.0,
2025-08-28 02:45:00,3395.8,hold,0.0,0.0,131.01158286930243,0.0,3388.4374984069664,-0.0008973623431454136,1.0,
2025-08-28 03:00:00,3394.65,hold,0.0,0.0,106.24061831011724,0.0,3388.682373004088,-0.0003386536309558652,1.0,
2025-08-28 03:15:00,3395.54,hold,0.0,0.0,119.07378240976178,0.0,3388.844763231952,0.0002621772494955099,1.0,
2025-08-28 03:30:00,3397.36,hold,0.0,0.0,143.01063967810333,0.0,3389.321119571977,0.0005359972198826224,1.0,
2025-08-28 03:45:00,3392.0,hold,0.0,0.0,37.910998303182815,0.0,3389.849806340394,-0.0015776956224833327,1.0,
2025-08-28 04:00:00,3390.72,hold,0.0,0.0,14.030684903133269,0.0,3389.9230208892827,-0.00037735849056608206,1.0,
2025-08-28 04:15:00,3388.18,hold,0.0,0.0,-35.66745597491197,0.0,3390.208197874758,-0.0007491034352585801,1.0,
2025-08-28 04:30:00,3386.3,hold,0.0,0.0,-67.12104217529625,0.0,3390.124873349844,-0.0005548701662838607,1.0,
2025-08-28 04:45:00,3386.03,hold,0.0,0.0,-82.4850997550456,0.0,3390.7155713121615,-7.973304196318143e-05,1.0,
2025-08-28 05:00:00,3386.33,hold,0.0,0.0,-77.55075865673466,0.0,3390.739565401659,8.859933314231405e-05,1.0,
2025-08-28 05:15:00,3386.64,hold,0.0,0.0,-72.49503774215505,0.0,3390.7552714362305,9.154453346238434e-05,1.0,
2025-08-28 05:30:00,3388.11,hold,0.0,0.0,-48.22963894306059,0.0,3390.852499034309,0.00043405853589395527,1.0,
2025-08-28 05:45:00,3391.31,hold,0.0,0.0,6.8555127966568525,0.0,3390.919735122757,0.0009444793705044585,1.0,
2025-08-28 06:00:00,3391.82,hold,0.0,0.0,2.2891489646223935,0.0,3391.6899229721466,0.0001503843647441272,1.0,
2025-08-28 06:15:00,3390.45,hold,0.0,0.0,-22.525185890863153,0.0,3391.727068161056,-0.0004039129434935118,1.0,
2025-08-28 06:30:00,3390.15,hold,0.0,0.0,-33.41873357576798,0.0,3392.041702858168,-8.848382958004386e-05,1.0,
2025-08-28 06:45:00,3390.13,hold,0.0,0.0,-43.041351918807656,0.0,3392.5599695295946,-5.899443977441798e-06,1.0,
2025-08-28 07:00:00,3389.89,hold,0.0,0.0,-48.5543827427827,0.0,3392.6238152697833,-7.079374537266592e-05,1.0,
2025-08-28 07:15:00,3391.19,hold,0.0,0.0,-30.096745702588773,0.0,3392.88297777523,0.0003834932696931137,1.0,
2025-08-28 07:30:00,3391.26,hold,0.0,0.0,-32.0414510539862,0.0,3393.058909443139,2.064172163751543e-05,1.0,
2025-08-28 07:45:00,3390.15,hold,0.0,0.0,-52.81063780929421,0.0,3393.1091974920223,-0.000327311972541211,1.0,
2025-08-28 08:00:00,3389.94,hold,0.0,0.0,-57.88600643436762,0.0,3393.1720025440513,-6.19441617627503e-05,1.0,
2025-08-28 08:15:00,3390.37,hold,0.0,0.0,-51.58801892625809,0.0,3393.241773044274,0.00012684590287737052,1.0,
2025-08-28 08:30:00,3388.23,hold,0.0,0.0,-87.95592449230666,0.0,3393.1288907863473,-0.0006311995445924534,1.0,
2025-08-28 08:45:00,3389.21,hold,0.0,0.0,-70.7085031779546,0.0,3393.138304359314,0.00028923656304313816,1.0,
2025-08-28 09:00:00,3390.71,hold,0.0,0.0,-40.89550096043549,0.0,3392.9846778699925,0.00044258101445460163,1.0,
2025-08-28 09:15:00,3390.25,hold,0.0,0.0,-47.96027276970784,0.0,3392.919697683664,-0.00013566480176718798,1.0,
2025-08-28 09:30:00,3395.34,hold,0.0,0.0,40.23792939273832,0.0,3393.085721155682,0.001501364206179634,1.0,
2025-08-28 09:45:00,3395.36,hold,0.0,0.0,40.88639018638867,0.0,3393.074267029524,5.890426290067197e-06,1.0,
2025-08-28 10:00:00,3396.72,hold,0.0,0.0,64.18066177441071,0.0,3393.130328975303,0.0004005466283396597,1.0,
2025-08-28 10:15:00,3395.26,hold,0.0,0.0,37.51232601413717,0.0,3393.159184702122,-0.0004298264207822644,1.0,
2025-08-28 10:30:00,3394.92,hold,0.0,0.0,31.498534659927195,0.0,3393.159179704994,-0.00010013960639243535,1.0,
2025-08-28 10:45:00,3395.81,hold,0.0,0.0,48.02367577846895,0.0,3393.1302788915614,0.0002621563983833397,1.0,
2025-08-28 11:00:00,3394.58,hold,0.0,0.0,26.009273471704837,0.0,3393.127005439585,-0.0003622110777693477,1.0,
2025-08-28 11:15:00,3395.63,hold,0.0,0.0,44.66042274765707,0.0,3393.1361522849834,0.00030931661648869735,1.0,
2025-08-28 11:30:00,3398.51,hold,0.0,0.0,92.01898913242428,0.0,3393.3521615691484,0.0008481489443785684,1.0,
2025-08-28 11:45:00,3400.72,hold,0.0,0.0,126.82801801357165,0.0,3393.6131306422135,0.0006502849778284858,1.0,
2025-08-28 12:00:00,3400.89,hold,0.0,0.0,129.94717920261277,0.0,3393.6296356774924,4.998941400646828e-05,1.0,
2025-08-28 12:15:00,3399.37,hold,0.0,0.0,100.9646665334739,0.0,3393.7352049244546,-0.00044694182993276765,1.0,
2025-08-28 12:30:00,3399.39,hold,0.0,0.0,101.90838959409646,0.0,3393.7123547050373,5.883443108478659e-06,1.0,
2025-08-28 12:45:00,3399.26,hold,0.0,0.0,100.0493386616268,0.0,3393.698625866627,-3.824215521008867e-05,1.0,
2025-08-28 13:00:00,3395.25,hold,0.0,0.0,26.468002494364338,0.0,3393.77164427115,-0.001179668516088861,1.0,
2025-08-28 13:15:00,3396.74,hold,0.0,0.0,52.92215279454607,0.0,3393.786061838184,0.0004388483911346164,1.0,
2025-08-28 13:30:00,3397.18,hold,0.0,0.0,60.70348687396184,0.0,3393.787713019013,0.00012953596683873414,1.0,
2025-08-28 13:45:00,3397.06,hold,0.0,0.0,58.90855570668359,0.0,3393.773752818144,-3.532341530321226e-05,1.0,
2025-08-28 14:00:00,3397.52,hold,0.0,0.0,67.41569605200498,0.0,3393.764842013448,0.0001354112085156789,1.0,
2025-08-28 14:15:00,3404.22,hold,0.0,0.0,168.86660505850645,0.0,3394.7419310089354,0.001972026654736281,1.0,
2025-08-28 14:30:00,3404.76,hold,0.0,0.0,178.46313787294426,0.0,3394.72729157708,0.0001586266457516139,1.0,
2025-08-28 14:45:00,3404.08,hold,0.0,0.0,165.3844159842049,0.0,3394.790240415691,-0.0001997203914521073,1.0,
2025-08-28 15:00:00,3406.54,hold,0.0,0.0,201.43457494192253,0.0,3395.1796973137025,0.000722662217104153,1.0,
2025-08-28 15:15:00,3406.93,hold,0.0,0.0,207.83052181232858,0.0,3395.219789248484,0.00011448566580751773,1.0,
2025-08-28 15:30:00,3402.56,hold,0.0,0.0,121.3285831322598,0.0,3395.6858864654755,-0.001282679714581736,1.0,
2025-08-28 15:45:00,3396.98,hold,0.0,0.0,20.96879053992079,0.0,3395.784128906718,-0.0016399416909620435,1.0,
2025-08-28 16:00:00,3398.23,hold,0.0,0.0,42.62695902798524,0.0,3395.786665335475,0.00036797390623433124,1.0,
2025-08-28 16:15:00,3404.67,hold,0.0,0.0,136.1718428898397,0.0,3396.8168336487,0.0018951042160184617,1.0,
2025-08-28 16:30:00,3405.86,hold,0.0,0.0,151.91774962897628,0.0,3397.063810378733,0.00034951992410436894,1.0,
2025-08-28 16:45:00,3407.4,hold,0.0,0.0,168.98339057330358,0.0,3397.5830789080346,0.000452161862202205,1.0,
2025-08-28 17:00:00,3411.56,hold,0.0,0.0,222.38851167303395,0.0,3398.620546836816,0.001220872219287461,1.0,
2025-08-28 17:15:00,3410.91,hold,0.0,0.0,208.00723887756396,0.0,3398.7686174667165,-0.00019052867309976573,1.0,
2025-08-28 17:30:00,3411.7,hold,0.0,0.0,218.4094554139219,0.0,3398.9488191740243,0.00023160974637259635,1.0,
2025-08-28 17:45:00,3412.26,hold,0.0,0.0,226.0022249342459,0.0,3399.094014384231,0.00016414104405448882,1.0,
2025-08-28 18:00:00,3411.63,hold,0.0,0.0,211.3444267085364,0.0,3399.4079518034455,-0.00018462836946775418,1.0,
2025-08-28 18:15:00,3406.39,hold,0.0,0.0,106.33268814943402,0.0,3400.201543882391,-0.0015359227114312146,1.0,
2025-08-28 18:30:00,3406.4,hold,0.0,0.0,105.56392876497323,0.0,3400.2571294212376,2.9356591582097025e-06,1.0,
2025-08-28 18:45:00,3410.9,hold,0.0,0.0,169.57015160780696,0.0,3401.010499188081,0.0013210427430718763,1.0,
2025-08-28 19:00:00,3413.76,hold,0.0,0.0,210.0358082520583,0.0,3401.4827769002427,0.0008384883755021555,1.0,
2025-08-28 19:15:00,3415.6,hold,0.0,0.0,236.73703070322415,0.0,3401.7873412065896,0.0005389951256091763,1.0,
2025-08-28 19:30:00,3414.73,hold,0.0,0.0,219.2459663756576,0.0,3401.9503718659294,-0.00025471366670570816,1.0,
2025-08-28 19:45:00,3415.51,hold,0.0,0.0,229.30526133861127,0.0,3402.2366649474147,0.00022842215929230747,1.0,
2025-08-28 20:00:00,3415.57,hold,0.0,0.0,230.81979070617894,0.0,3402.2549295533236,1.756692265564297e-05,1.0,
2025-08-28 20:15:00,3415.11,hold,0.0,0.0,219.42083042541537,0.0,3402.4823312090175,-0.00013467737449390782,1.0,
2025-08-28 20:30:00,3416.14,hold,0.0,0.0,235.30586175238042,0.0,3402.6760338963904,0.00030160082691321755,1.0,
