time,close,signal,position,strategy_returns,rsi,volume_ratio,volatility,ema_fast,ema_slow,bb_upper,bb_lower,returns,cumulative,total_commission
2025-11-07 13:36:00,3997.18,hold,0.0,0.0,,,,3997.18,3997.18,,,0.0,1.0,16.170000000000044
2025-11-07 13:37:00,3995.61,hold,0.0,0.0,,,,3996.2380000000003,3996.334615384615,,,-0.00039277690771988283,1.0,
2025-11-07 13:38:00,3996.26,hold,0.0,0.0,,,,3996.248421052632,3996.3058267716524,,,0.00016267853969731405,1.0,
2025-11-07 13:39:00,3995.43,hold,0.0,0.0,,,,3995.9084615384613,3996.033963800904,,,-0.00020769419407151712,1.0,
2025-11-07 13:40:00,3994.61,hold,0.0,0.0,16.795865633077753,,,3995.41,3995.6553858930347,,,-0.0002052344803937789,1.0,
2025-11-07 13:41:00,3995.16,hold,0.0,0.0,27.149321266966567,,,3995.318646616541,3995.5381074190414,,,0.00013768553125337313,1.0,
2025-11-07 13:42:00,3997.03,hold,0.0,0.0,65.0423728813559,,,3995.924560466246,3995.8609871285694,,,0.00046806636029605997,1.0,
2025-11-07 13:43:00,3999.6,hold,0.0,0.0,75.1506024096367,,,3997.199451229183,3996.6147443946847,,,0.0006429774107274966,1.0,
2025-11-07 13:44:00,3998.35,hold,0.0,0.0,70.67988668555441,,,3997.593210056857,3996.94515239624,,,-0.0003125312531253588,1.0,
2025-11-07 13:45:00,4000.06,hold,0.0,0.0,84.27672955974806,0.9641532756489493,1.8847720168646545,3998.429984317105,3997.511324464654,,,0.0004276764165218605,1.0,
2025-11-07 13:46:00,4000.95,hold,0.0,0.0,84.92159227985518,0.9226932668329176,2.2768262511176425,3999.2798144478265,3998.112949034272,,,0.0002224966625499203,1.0,
2025-11-07 13:47:00,3999.89,hold,0.0,0.0,69.11764705882246,1.0285006195786865,2.324369448546067,3999.4847894452396,3998.414188601564,4001.4561118578945,3993.565554808772,-0.0002649370774441273,1.0,
2025-11-07 13:48:00,3999.99,sell,0.0,0.0,53.8922155688612,1.037037037037037,2.3605510185362455,3999.6540627287404,3998.674378225779,4001.8861986407105,3993.60380135929,2.500068751887241e-05,1.0,
2025-11-07 13:49:00,4001.29,hold,0.0,0.0,79.05138339921034,0.9135802469135802,2.3494919072480713,4000.2012495339955,3999.0968525803405,4002.5446003784255,3993.89206628824,0.0003250008125019743,1.0,
2025-11-07 13:50:00,4000.29,hold,0.0,0.0,52.643678160919805,1.0784313725490198,1.895441607882371,4000.2309007358754,3999.2860386631005,4002.849801078485,3994.2585322548475,-0.00024991940099317045,1.0,
2025-11-07 13:51:00,4002.1,hold,0.0,0.0,60.910815939279836,1.0880195599022005,1.4437470538701955,4000.8548837999697,3999.7253235938497,4003.3748433414685,3994.84515665853,0.00045246719612834774,1.0,
2025-11-07 13:52:00,4002.53,hold,0.0,0.0,78.44827586207049,0.9371146732429101,1.238711247853947,4001.4138231673146,4000.1574327764765,4003.528964847837,3996.011035152163,0.00010744359211423138,1.0,
2025-11-07 13:53:00,4002.76,hold,0.0,0.0,79.03563941299981,1.0199004975124377,1.3774811956790993,4001.86285260926,4000.5539583729983,4003.4175708217144,3997.389095844952,5.74636542387541e-05,1.0,
2025-11-07 13:54:00,4003.51,hold,0.0,0.0,76.30331753554646,0.9565217391304348,1.3140019448682678,4002.4121495234936,4001.0000997667385,4003.690327988654,3998.196338678012,0.00018737071420726892,1.0,
