time,open,high,low,close,tick_volume,spread,real_volume,returns,rsi,atr,volatility_ratio,signal,momentum,position_size,stop_loss,take_profit,position,strategy_returns,cumulative,total_commission
2025-08-26 15:30:00,3376.95,3378.93,3375.56,3378.14,1029,15,0,0.00036423831254017713,52.91353383458599,,0.0,hold,NEUTRAL,1.0,,,0.0,0.0,1.0,
2025-08-26 15:45:00,3378.22,3378.43,3371.05,3371.94,1093,7,0,-0.0018353295008495252,43.57585139318846,,0.0,hold,BEARISH,1.0,,,0.0,0.0,1.0,
2025-08-26 16:00:00,3371.92,3374.46,3370.59,3372.52,1347,14,0,0.00017200780559556428,50.042265426880775,,0.0,hold,NEUTRAL,1.0,,,0.0,0.0,1.0,
2025-08-26 16:15:00,3372.53,3373.74,3370.67,3373.71,1154,17,0,0.00035285187337663615,53.51129363449708,3.6434999999999946,0.0,hold,NEUTRAL,1.0,,,0.0,0.0,1.0,
2025-08-26 16:30:00,3373.62,3378.04,3373.59,3377.47,1429,5,0,0.0011145000607639677,60.61371841155197,3.73299999999997,0.0,hold,BULLISH,1.0,,,0.0,0.0,1.0,
2025-08-26 16:45:00,3377.42,3377.59,3372.81,3375.72,1239,13,0,-0.000518139317299604,58.85033298282483,3.8554999999999837,0.0,hold,NEUTRAL,1.0,,,0.0,0.0,1.0,
2025-08-26 17:00:00,3375.61,3375.86,3370.53,3371.48,1382,5,0,-0.00125602834358296,53.33545108005078,3.9749999999999774,0.0,hold,NEUTRAL,1.0,,,0.0,0.0,1.0,
2025-08-26 17:15:00,3371.46,3376.28,3370.39,3374.2,1250,5,0,0.0008067673543963316,53.49794238683142,4.070000000000005,0.0,hold,BULLISH,1.0,,,0.0,0.0,1.0,
2025-08-26 17:30:00,3374.16,3377.03,3373.64,3376.41,1165,14,0,0.0006549700669788994,50.101902173912954,4.0575000000000045,0.0,hold,BULLISH,1.0,,,0.0,0.0,1.0,
2025-08-26 17:45:00,3376.43,3379.54,3376.02,3379.35,1243,12,0,0.0008707473322255854,51.69352186780629,4.038999999999987,0.0,hold,BULLISH,1.0,,,0.0,0.0,1.0,
2025-08-26 18:00:00,3379.38,3382.1,3378.64,3381.42,1068,15,0,0.0006125438323938415,53.90649513649244,4.001999999999998,0.0,hold,BULLISH,1.0,,,0.0,0.0,1.0,
2025-08-26 18:15:00,3381.42,3383.55,3379.66,3381.95,1025,5,0,0.0001567388848471296,57.20284237726124,4.0695000000000165,0.0,hold,BULLISH,1.0,,,0.0,0.0,1.0,
2025-08-26 18:30:00,3381.94,3384.92,3381.61,3384.76,1034,15,0,0.0008308815919810808,60.198257735056345,4.063500000000022,0.0,hold,BULLISH,1.0,,,0.0,0.0,1.0,
2025-08-26 18:45:00,3384.91,3389.39,3383.85,3386.67,1132,5,0,0.0005642940710715028,64.29408318687813,4.161500000000023,0.0,hold,BULLISH,1.0,,,0.0,0.0,1.0,
2025-08-26 19:00:00,3386.66,3387.66,3384.68,3385.3,1047,16,0,-0.0004045271608984491,60.443407234539755,3.9860000000000353,0.0,hold,BULLISH,1.0,,,0.0,0.0,1.0,
2025-08-26 19:15:00,3385.19,3385.91,3383.08,3384.5,934,16,0,-0.00023631583611505302,71.7451523545708,4.001500000000033,0.0,hold,STRONG_BULLISH,1.0,,,0.0,0.0,1.0,
2025-08-26 19:30:00,3384.48,3385.85,3383.33,3383.35,742,10,0,-0.00033978431082881677,68.38709677419354,3.966000000000031,0.0,hold,BULLISH,1.0,,,0.0,0.0,1.0,
2025-08-26 19:45:00,3383.34,3383.5,3382.53,3382.99,686,17,0,-0.00010640341673195941,66.2124388539479,3.840000000000009,0.0,hold,NEUTRAL,1.0,,,0.0,0.0,1.0,
2025-08-26 20:00:00,3383.01,3384.1,3382.68,3383.38,646,16,0,0.000115282634592484,61.7029702970301,3.751999999999998,0.0,hold,NEUTRAL,1.0,,,0.0,0.0,1.0,
2025-08-26 20:15:00,3383.39,3385.94,3383.24,3384.0,889,16,0,0.00018324870395880488,67.16417910447778,3.733500000000004,0.0,hold,NEUTRAL,1.0,,,0.0,0.0,1.0,
