time,close,signal,position,strategy_returns,range_high,range_low,range_mid,atr,returns,cumulative,total_commission
2025-08-26 11:30:00+00:00,3377.7,hold,0.0,0.0,,,,2.6600000000003092,0.0,1.0,0.0
2025-08-26 11:45:00+00:00,3376.62,hold,0.0,0.0,,,,2.4950000000001182,-0.0003197442046363186,1.0,
2025-08-26 12:00:00+00:00,3376.9,hold,0.0,0.0,,,,2.6433333333334303,8.292315984625986e-05,1.0,
2025-08-26 12:15:00+00:00,3375.26,hold,0.0,0.0,,,,2.980000000000018,-0.00048565252154342264,1.0,
2025-08-26 12:30:00+00:00,3372.5,hold,0.0,0.0,,,,3.11200000000008,-0.0008177147834538268,1.0,
2025-08-26 12:45:00+00:00,3372.0,hold,0.0,0.0,,,,3.241666666666788,-0.0001482579688658614,1.0,
2025-08-26 13:00:00+00:00,3371.59,hold,0.0,0.0,,,,3.3785714285715067,-0.00012158956109131758,1.0,
2025-08-26 13:15:00+00:00,3370.67,hold,0.0,0.0,,,,3.2737500000000637,-0.0002728682906284474,1.0,
2025-08-26 13:30:00+00:00,3369.38,hold,0.0,0.0,,,,3.2911111111111495,-0.00038271322912064587,1.0,
2025-08-26 13:45:00+00:00,3371.99,buy,0.0,0.0,3370.72,3367.29,3369.005,3.3200000000000274,0.0007746232244507656,1.0,
2025-08-26 14:00:00+00:00,3376.35,hold,0.0,0.0,,,,3.6081818181818233,0.0012930050207742294,1.0,
2025-08-26 14:15:00+00:00,3378.32,hold,0.0,0.0,,,,3.517500000000003,0.0005834703155775944,1.0,
2025-08-26 14:30:00+00:00,3378.93,hold,0.0,0.0,,,,3.4953846153846198,0.0001805631201305946,1.0,
2025-08-26 14:45:00+00:00,3377.49,hold,0.0,0.0,,,,3.495000000000021,-0.00042617041489467766,1.0,
2025-08-26 15:00:00+00:00,3377.97,hold,0.0,0.0,,,,3.5321428571428766,0.0001421173711839696,1.0,
2025-08-26 15:15:00+00:00,3376.91,hold,0.0,0.0,,,,3.5850000000000364,-0.00031379793189401095,1.0,
2025-08-26 15:30:00+00:00,3378.14,hold,0.0,0.0,,,,3.6157142857143105,0.00036423831254017713,1.0,
2025-08-26 15:45:00+00:00,3371.94,hold,0.0,0.0,,,,3.8578571428571586,-0.0018353295008495252,1.0,
2025-08-26 16:00:00+00:00,3372.52,hold,0.0,0.0,,,,3.8742857142856986,0.00017200780559556428,1.0,
2025-08-26 16:15:00+00:00,3373.71,hold,0.0,0.0,,,,3.815714285714226,0.00035285187337663615,1.0,
2025-08-26 16:30:00+00:00,3377.47,hold,0.0,0.0,,,,3.8335714285713687,0.0011145000607639677,1.0,
2025-08-26 16:45:00+00:00,3375.72,hold,0.0,0.0,,,,3.9935714285713857,-0.000518139317299604,1.0,
2025-08-26 17:00:00+00:00,3371.48,hold,0.0,0.0,,,,4.129285714285678,-0.00125602834358296,1.0,
2025-08-26 17:15:00+00:00,3374.2,hold,0.0,0.0,,,,4.2942857142857065,0.0008067673543963316,1.0,
2025-08-26 17:30:00+00:00,3376.41,hold,0.0,0.0,,,,4.072857142857174,0.0006549700669788994,1.0,
2025-08-26 17:45:00+00:00,3379.35,hold,0.0,0.0,,,,4.144285714285745,0.0008707473322255854,1.0,
2025-08-26 18:00:00+00:00,3381.42,hold,0.0,0.0,,,,4.1607142857143185,0.0006125438323938415,1.0,
2025-08-26 18:15:00+00:00,3381.95,hold,0.0,0.0,,,,4.189285714285753,0.0001567388848471296,1.0,
2025-08-26 18:30:00+00:00,3384.76,hold,0.0,0.0,,,,4.198571428571443,0.0008308815919810808,1.0,
2025-08-26 18:45:00+00:00,3386.67,hold,0.0,0.0,,,,4.375,0.0005642940710715028,1.0,
2025-08-26 19:00:00+00:00,3385.3,hold,0.0,0.0,,,,4.347142857142866,-0.0004045271608984491,1.0,
2025-08-26 19:15:00+00:00,3384.5,hold,0.0,0.0,,,,4.022142857142886,-0.00023631583611505302,1.0,
2025-08-26 19:30:00+00:00,3383.35,hold,0.0,0.0,,,,3.925714285714321,-0.00033978431082881677,1.0,
2025-08-26 19:45:00+00:00,3382.99,hold,0.0,0.0,,,,3.775714285714327,-0.00010640341673195941,1.0,
2025-08-26 20:00:00+00:00,3383.38,hold,0.0,0.0,,,,3.559285714285774,0.000115282634592484,1.0,
